Transaction_ID,Products
8161,"Toalla, Sudadera, Camiseta"
8162,"Zapatillas, Balón, Bolsa, Camiseta"
8163,"Gorra, Camiseta, Pantalones"
8164,"Zapatillas, Gorra, Camiseta, Pantalones"
8165,"Zapatillas, Sudadera, Calcetines, Pantalones"
8166,"Toalla, Calcetines, Balón"
8167,"Toalla, Zapatillas, Sudadera, Camiseta"
8168,"Gorra, Camiseta, Zapatillas"
8169,"Zapatillas, Balón, Bolsa, Calcetines"
8170,"Zapatillas, Pantalones, Gorra, Balón, Camiseta"
8171,Balón
8172,"Zapatillas, Balón, Bolsa, Pantalones"
8173,"Toalla, Bolsa, Calcetines, Botella"
8174,"Sudadera, Gorra, Balón"
8175,"Balón, Gorra, Zapatillas"
8176,"Toalla, Sudadera, Camiseta"
8177,"Toalla, Bolsa, Botella"
8178,"Toalla, Bolsa, Botella"
8179,"Toalla, Zapatillas, Sudadera, Camiseta"
8180,"Zapatillas, Balón, Bolsa"
8181,"Zapatillas, Toalla, Sudadera, Balón, Bolsa"
8182,"Toalla, Bolsa, Botella"
8183,"Toalla, Zapatillas, Balón, Pantalones"
8184,"Zapatillas, Balón, Bolsa"
8185,"Toalla, Zapatillas, Bolsa, Botella"
8186,"Gorra, Camiseta, Pantalones"
8187,"Bolsa, Botella, Gorra, Balón"
8188,"Zapatillas, Balón, Bolsa"
8189,"Zapatillas, Balón, Bolsa"
8190,Zapatillas
8191,"Zapatillas, Balón, Bolsa"
8192,"Toalla, Sudadera, Pantalones, Camiseta"
8193,"Zapatillas, Sudadera, Calcetines"
8194,"Zapatillas, Sudadera, Calcetines"
8195,"Toalla, Sudadera, Camiseta"
8196,"Bolsa, Botella, Camiseta, Pantalones"
8197,"Bolsa, Botella"
8198,"Zapatillas, Balón, Bolsa, Botella"
8199,"Gorra, Camiseta, Calcetines, Pantalones"
8200,"Zapatillas, Balón, Bolsa"
8201,"Toalla, Zapatillas, Sudadera, Calcetines"
8202,"Toalla, Camiseta, Calcetines"
8203,"Gorra, Camiseta, Pantalones"
8204,"Toalla, Bolsa, Botella"
8205,"Zapatillas, Sudadera, Calcetines"
8206,"Toalla, Zapatillas, Bolsa, Botella"
8207,"Zapatillas, Sudadera, Calcetines"
8208,"Sudadera, Gorra, Camiseta, Pantalones"
8209,"Toalla, Zapatillas, Bolsa, Botella"
8210,"Toalla, Sudadera, Camiseta"
8211,"Toalla, Sudadera, Camiseta"
8212,"Toalla, Gorra, Camiseta, Pantalones"
8213,"Camiseta, Sudadera"
8214,"Zapatillas, Sudadera, Calcetines"
8215,"Zapatillas, Sudadera, Calcetines"
8216,"Gorra, Bolsa, Calcetines, Pantalones"
8217,"Botella, Calcetines, Toalla, Balón, Bolsa"
8218,"Gorra, Camiseta, Pantalones"
8219,"Zapatillas, Sudadera, Balón, Gorra, Bolsa"
8220,"Zapatillas, Balón, Bolsa"
8221,"Toalla, Bolsa, Botella"
8222,"Zapatillas, Gorra, Camiseta, Pantalones"
8223,"Balón, Pantalones"
8224,"Balón, Botella, Toalla, Sudadera"
8225,"Zapatillas, Sudadera, Calcetines"
8226,"Bolsa, Toalla, Balón"
8227,"Toalla, Sudadera, Gorra, Camiseta"
8228,"Zapatillas, Sudadera, Calcetines"
8229,"Zapatillas, Sudadera, Calcetines"
8230,"Calcetines, Botella, Zapatillas, Sudadera"
8231,"Zapatillas, Balón, Bolsa"
8232,"Gorra, Toalla, Calcetines, Camiseta"
8233,"Toalla, Bolsa, Botella"
8234,"Zapatillas, Balón, Bolsa"
8235,"Zapatillas, Sudadera, Calcetines"
8236,"Gorra, Camiseta, Calcetines, Pantalones"
8237,"Zapatillas, Balón, Bolsa"
8238,"Gorra, Balón, Camiseta, Pantalones"
8239,"Zapatillas, Balón, Bolsa"
8240,"Toalla, Bolsa, Botella"
8241,"Bolsa, Pantalones, Camiseta, Toalla"
8242,"Toalla, Bolsa, Botella"
8243,"Gorra, Camiseta, Pantalones"
8244,"Toalla, Bolsa, Botella"
8245,"Gorra, Camiseta, Pantalones"
8246,"Bolsa, Balón, Toalla, Sudadera"
8247,"Gorra, Camiseta, Pantalones"
8248,"Gorra, Camiseta, Pantalones"
8249,"Camiseta, Gorra, Zapatillas, Calcetines"
8250,"Balón, Pantalones, Camiseta"
8251,"Gorra, Camiseta, Pantalones"
8252,"Gorra, Camiseta, Pantalones"
8253,"Zapatillas, Calcetines, Toalla, Sudadera, Gorra"
8254,"Gorra, Camiseta, Pantalones"
8255,"Gorra, Camiseta, Pantalones"
8256,Calcetines
8257,"Zapatillas, Balón, Bolsa, Botella"
8258,"Toalla, Bolsa, Botella"
8259,"Zapatillas, Sudadera, Calcetines"
8260,"Zapatillas, Sudadera, Calcetines"
8261,"Gorra, Camiseta, Pantalones"
8262,"Calcetines, Pantalones, Gorra"
8263,"Toalla, Zapatillas, Sudadera, Camiseta"
8264,"Gorra, Calcetines, Botella"
8265,"Gorra, Zapatillas, Sudadera, Camiseta"
8266,"Zapatillas, Balón, Bolsa"
8267,"Gorra, Camiseta, Pantalones"
8268,"Bolsa, Sudadera, Balón, Botella"
8269,"Zapatillas, Bolsa, Sudadera, Calcetines"
8270,"Gorra, Botella, Calcetines"
8271,"Zapatillas, Sudadera, Calcetines"
8272,"Zapatillas, Botella, Calcetines, Sudadera, Gorra"
8273,"Gorra, Camiseta, Pantalones"
8274,"Gorra, Camiseta, Pantalones"
8275,"Sudadera, Toalla"
8276,"Toalla, Bolsa, Botella"
8277,"Pantalones, Botella, Toalla"
8278,"Botella, Pantalones"
8279,Toalla
8280,"Balón, Bolsa"
8281,"Toalla, Gorra, Bolsa, Botella"
8282,"Toalla, Sudadera, Camiseta"
8283,"Zapatillas, Sudadera, Calcetines"
8284,"Zapatillas, Pantalones, Gorra, Balón, Camiseta"
8285,"Gorra, Camiseta, Balón, Toalla"
8286,"Bolsa, Balón, Pantalones"
8287,"Bolsa, Botella"
8288,"Sudadera, Botella, Zapatillas, Calcetines"
8289,"Zapatillas, Calcetines, Sudadera, Bolsa, Camiseta"
8290,"Sudadera, Zapatillas, Toalla"
8291,"Toalla, Sudadera, Bolsa, Camiseta"
8292,"Calcetines, Pantalones, Botella"
8293,"Zapatillas, Balón, Bolsa"
8294,"Gorra, Camiseta, Pantalones"
8295,"Toalla, Sudadera, Camiseta"
8296,"Gorra, Camiseta, Pantalones"
8297,"Gorra, Camiseta, Pantalones"
8298,"Gorra, Camiseta, Pantalones"
8299,"Toalla, Sudadera, Gorra, Camiseta"
8300,"Balón, Camiseta"
8301,Pantalones
8302,"Pantalones, Zapatillas, Sudadera, Calcetines"
8303,"Toalla, Sudadera, Bolsa, Botella"
8304,"Toalla, Sudadera, Pantalones, Camiseta"
8305,"Toalla, Sudadera, Gorra, Camiseta"
8306,"Zapatillas, Balón, Bolsa, Pantalones"
8307,"Sudadera, Gorra, Zapatillas, Botella"
8308,"Zapatillas, Sudadera, Balón, Calcetines"
8309,"Toalla, Bolsa, Camiseta, Botella"
8310,"Zapatillas, Balón, Bolsa"
8311,"Gorra, Toalla"
8312,"Calcetines, Toalla, Sudadera, Bolsa, Camiseta"
8313,"Toalla, Bolsa, Botella"
8314,"Camiseta, Bolsa, Sudadera, Zapatillas"
8315,"Camiseta, Balón, Botella, Gorra"
8316,"Zapatillas, Balón, Bolsa, Botella"
8317,Bolsa
8318,"Gorra, Bolsa, Toalla"
8319,"Gorra, Zapatillas, Sudadera"
8320,"Toalla, Bolsa, Calcetines, Botella"
8321,"Bolsa, Zapatillas, Calcetines"
8322,"Toalla, Sudadera, Bolsa, Camiseta"
8323,"Zapatillas, Pantalones, Gorra, Balón, Camiseta"
8324,"Toalla, Bolsa, Botella"
8325,"Zapatillas, Sudadera, Calcetines"
8326,"Camiseta, Gorra, Bolsa"
8327,"Toalla, Sudadera, Camiseta"
8328,Camiseta
8329,"Zapatillas, Balón, Bolsa"
8330,"Zapatillas, Sudadera, Calcetines, Botella"
8331,"Toalla, Balón, Bolsa, Botella"
8332,"Toalla, Sudadera, Camiseta"
8333,"Bolsa, Pantalones, Gorra, Botella"
8334,"Sudadera, Toalla, Botella"
8335,"Toalla, Bolsa, Botella"
8336,"Gorra, Camiseta, Pantalones"
8337,Balón
8338,"Zapatillas, Sudadera, Camiseta, Toalla"
8339,"Toalla, Sudadera, Balón, Camiseta"
8340,"Toalla, Sudadera, Camiseta"
8341,"Camiseta, Gorra, Botella"
8342,"Gorra, Zapatillas, Botella"
8343,"Zapatillas, Pantalones, Sudadera, Gorra, Camiseta"
8344,"Balón, Pantalones"
8345,"Toalla, Sudadera, Calcetines, Camiseta"
8346,"Toalla, Gorra, Pantalones"
8347,"Toalla, Bolsa, Botella"
8348,"Toalla, Sudadera, Camiseta"
8349,"Botella, Calcetines, Pantalones, Sudadera"
8350,"Toalla, Bolsa, Camiseta, Botella"
8351,"Toalla, Zapatillas, Balón, Bolsa"
8352,"Gorra, Camiseta, Pantalones"
8353,"Toalla, Sudadera, Camiseta"
8354,"Zapatillas, Balón, Bolsa"
8355,"Zapatillas, Sudadera, Calcetines"
8356,"Toalla, Zapatillas, Sudadera, Camiseta"
8357,"Zapatillas, Balón, Bolsa"
8358,"Toalla, Sudadera, Camiseta"
8359,"Zapatillas, Balón, Bolsa"
8360,"Toalla, Bolsa, Botella"
8361,"Toalla, Sudadera, Camiseta"
8362,"Zapatillas, Sudadera, Calcetines"
8363,"Toalla, Gorra, Camiseta, Pantalones"
8364,"Sudadera, Pantalones, Balón"
8365,"Toalla, Sudadera, Camiseta"
8366,"Zapatillas, Balón, Bolsa, Calcetines"
8367,"Zapatillas, Balón, Bolsa"
8368,"Botella, Bolsa, Gorra"
8369,"Gorra, Camiseta, Pantalones"
8370,"Toalla, Bolsa, Botella"
8371,"Zapatillas, Gorra, Camiseta, Pantalones"
8372,"Toalla, Sudadera, Camiseta"
8373,"Zapatillas, Sudadera, Calcetines"
8374,"Bolsa, Zapatillas"
8375,"Gorra, Camiseta, Pantalones"
8376,"Toalla, Sudadera, Camiseta"
8377,"Toalla, Zapatillas, Sudadera, Camiseta"
8378,"Toalla, Sudadera, Camiseta"
8379,"Gorra, Camiseta, Pantalones"
8380,"Toalla, Sudadera, Camiseta"
8381,"Zapatillas, Balón, Bolsa, Camiseta"
8382,"Zapatillas, Sudadera, Calcetines, Pantalones"
8383,"Zapatillas, Sudadera, Calcetines"
8384,"Zapatillas, Balón, Bolsa"
8385,"Gorra, Camiseta, Pantalones"
8386,"Botella, Toalla"
8387,"Toalla, Balón, Bolsa"
8388,"Toalla, Sudadera, Pantalones, Camiseta"
8389,"Bolsa, Sudadera, Calcetines"
8390,"Toalla, Bolsa, Botella"
8391,"Gorra, Camiseta, Pantalones"
8392,"Toalla, Sudadera, Balón, Camiseta"
8393,"Toalla, Bolsa, Botella"
8394,"Gorra, Camiseta, Calcetines, Pantalones"
8395,"Bolsa, Calcetines, Toalla, Botella"
8396,"Zapatillas, Pantalones, Toalla, Balón, Bolsa"
8397,"Toalla, Zapatillas, Balón, Bolsa"
8398,"Toalla, Sudadera, Camiseta"
8399,"Bolsa, Gorra, Camiseta, Balón"
8400,"Pantalones, Toalla, Gorra, Camiseta"
8401,"Camiseta, Pantalones, Toalla"
8402,"Botella, Sudadera, Gorra, Bolsa"
8403,"Toalla, Sudadera, Calcetines, Camiseta"
8404,"Zapatillas, Balón, Bolsa"
8405,"Pantalones, Zapatillas"
8406,"Toalla, Sudadera, Camiseta"
8407,"Zapatillas, Balón, Bolsa"
8408,"Balón, Pantalones, Bolsa"
8409,"Zapatillas, Sudadera, Calcetines"
8410,"Bolsa, Sudadera, Toalla, Gorra"
8411,"Bolsa, Balón, Botella"
8412,"Zapatillas, Balón, Bolsa"
8413,"Gorra, Camiseta, Pantalones"
8414,"Zapatillas, Sudadera, Gorra, Calcetines"
8415,"Sudadera, Pantalones"
8416,"Toalla, Bolsa, Botella"
8417,"Sudadera, Gorra, Camiseta, Pantalones"
8418,"Zapatillas, Sudadera, Calcetines"
8419,"Pantalones, Toalla, Bolsa, Camiseta"
8420,"Calcetines, Sudadera, Gorra"
8421,"Gorra, Camiseta, Pantalones"
8422,"Toalla, Bolsa, Botella"
8423,Calcetines
8424,"Toalla, Sudadera, Camiseta"
8425,"Balón, Sudadera"
8426,"Toalla, Bolsa, Botella"
8427,"Zapatillas, Pantalones, Toalla, Sudadera, Camiseta"
8428,"Pantalones, Bolsa, Gorra, Calcetines"
8429,"Calcetines, Camiseta, Botella"
8430,"Calcetines, Toalla, Gorra"
8431,"Toalla, Pantalones"
8432,"Zapatillas, Gorra"
8433,"Toalla, Bolsa, Botella"
8434,"Pantalones, Calcetines, Bolsa, Toalla"
8435,"Sudadera, Pantalones, Botella, Balón"
8436,"Zapatillas, Sudadera, Calcetines"
8437,"Toalla, Sudadera, Bolsa, Botella"
8438,"Zapatillas, Sudadera, Balón, Bolsa"
8439,"Balón, Sudadera, Calcetines, Botella"
8440,"Toalla, Zapatillas"
8441,"Zapatillas, Sudadera, Calcetines"
8442,"Gorra, Camiseta, Pantalones"
8443,"Toalla, Bolsa, Botella"
8444,"Toalla, Bolsa, Calcetines, Botella"
8445,"Gorra, Camiseta, Pantalones"
8446,"Toalla, Pantalones"
8447,"Toalla, Sudadera, Camiseta"
8448,"Toalla, Bolsa, Gorra"
8449,"Zapatillas, Sudadera, Calcetines"
8450,"Zapatillas, Balón, Bolsa"
8451,"Zapatillas, Balón, Bolsa, Pantalones"
8452,"Gorra, Camiseta, Pantalones"
8453,"Toalla, Sudadera, Camiseta"
8454,"Toalla, Sudadera, Camiseta"
8455,"Zapatillas, Balón, Bolsa"
8456,"Zapatillas, Pantalones, Sudadera"
8457,"Zapatillas, Balón, Bolsa"
8458,"Toalla, Bolsa, Botella"
8459,"Gorra, Botella, Camiseta, Pantalones"
8460,"Pantalones, Gorra, Balón"
8461,"Zapatillas, Sudadera, Calcetines"
8462,"Camiseta, Balón, Gorra, Bolsa"
8463,"Gorra, Calcetines, Toalla"
8464,"Camiseta, Balón, Zapatillas"
8465,"Bolsa, Toalla, Sudadera"
8466,"Calcetines, Gorra, Sudadera"
8467,"Bolsa, Botella, Toalla, Pantalones"
8468,"Zapatillas, Sudadera, Balón, Gorra, Bolsa"
8469,"Toalla, Sudadera, Bolsa, Botella"
8470,"Calcetines, Pantalones, Sudadera, Gorra, Camiseta"
8471,"Gorra, Balón, Camiseta"
8472,"Zapatillas, Sudadera, Calcetines"
8473,"Zapatillas, Sudadera, Calcetines, Camiseta"
8474,"Bolsa, Balón, Toalla"
8475,"Zapatillas, Sudadera, Calcetines"
8476,"Zapatillas, Balón, Bolsa"
8477,"Toalla, Sudadera, Camiseta"
8478,"Toalla, Sudadera, Camiseta"
8479,"Gorra, Camiseta, Pantalones"
8480,"Zapatillas, Sudadera, Bolsa, Calcetines"
8481,Toalla
8482,"Sudadera, Toalla, Balón"
8483,"Sudadera, Gorra, Balón, Bolsa"
8484,"Gorra, Botella, Camiseta, Pantalones"
8485,"Gorra, Calcetines, Zapatillas, Pantalones"
8486,"Bolsa, Zapatillas, Balón, Toalla"
8487,"Pantalones, Zapatillas"
8488,"Toalla, Bolsa, Botella"
8489,"Zapatillas, Balón, Bolsa"
8490,"Zapatillas, Balón, Bolsa"
8491,"Zapatillas, Gorra, Botella"
8492,"Botella, Zapatillas, Sudadera, Balón"
8493,"Toalla, Bolsa, Botella"
8494,"Zapatillas, Sudadera, Calcetines, Camiseta"
8495,"Zapatillas, Sudadera, Calcetines"
8496,"Toalla, Zapatillas, Sudadera, Calcetines"
8497,"Zapatillas, Calcetines, Sudadera, Balón, Bolsa"
8498,"Toalla, Bolsa, Botella"
8499,"Bolsa, Camiseta, Toalla, Balón"
8500,"Camiseta, Toalla, Gorra, Botella"
8501,"Zapatillas, Sudadera, Calcetines"
8502,"Zapatillas, Balón, Bolsa"
8503,"Zapatillas, Balón, Bolsa"
8504,"Zapatillas, Sudadera, Calcetines"
8505,"Zapatillas, Pantalones, Sudadera, Toalla"
8506,"Zapatillas, Calcetines, Pantalones, Balón, Bolsa"
8507,"Zapatillas, Sudadera, Calcetines"
8508,"Pantalones, Toalla, Calcetines"
8509,"Zapatillas, Balón, Bolsa"
8510,"Zapatillas, Sudadera, Balón, Bolsa"
8511,"Zapatillas, Sudadera, Calcetines"
8512,"Balón, Bolsa, Botella"
8513,"Balón, Sudadera, Zapatillas"
8514,"Zapatillas, Gorra, Camiseta, Pantalones"
8515,"Zapatillas, Calcetines, Sudadera, Balón, Bolsa"
8516,"Zapatillas, Sudadera, Calcetines, Botella"
8517,"Toalla, Bolsa, Camiseta, Botella"
8518,"Toalla, Bolsa, Botella"
8519,"Zapatillas, Sudadera, Calcetines, Pantalones"
8520,"Toalla, Bolsa, Botella"
8521,"Toalla, Sudadera, Camiseta"
8522,"Toalla, Bolsa, Botella"
8523,"Toalla, Sudadera, Pantalones, Camiseta"
8524,"Zapatillas, Balón, Bolsa"
8525,"Toalla, Sudadera, Gorra, Camiseta"
8526,"Zapatillas, Balón, Bolsa"
8527,"Camiseta, Calcetines, Bolsa"
8528,"Sudadera, Toalla, Bolsa"
8529,"Zapatillas, Sudadera, Calcetines"
8530,"Toalla, Sudadera, Camiseta"
8531,"Gorra, Camiseta, Pantalones"
8532,"Toalla, Bolsa, Botella"
8533,"Zapatillas, Sudadera, Calcetines"
8534,"Zapatillas, Balón, Bolsa"
8535,"Zapatillas, Botella, Calcetines, Toalla, Bolsa"
8536,"Gorra, Camiseta, Pantalones"
8537,"Zapatillas, Sudadera, Calcetines"
8538,"Zapatillas, Sudadera, Calcetines"
8539,"Gorra, Camiseta, Pantalones"
8540,"Toalla, Sudadera, Camiseta"
8541,"Balón, Toalla"
8542,"Toalla, Sudadera, Camiseta"
8543,"Toalla, Sudadera, Pantalones, Camiseta"
8544,"Gorra, Camiseta, Pantalones"
8545,"Toalla, Bolsa, Botella"
8546,"Zapatillas, Balón, Bolsa"
8547,"Gorra, Camiseta, Pantalones"
8548,"Zapatillas, Sudadera, Balón, Calcetines"
8549,"Toalla, Bolsa, Calcetines, Botella"
8550,"Gorra, Camiseta, Pantalones"
8551,"Bolsa, Balón, Sudadera"
8552,"Calcetines, Bolsa, Pantalones"
8553,"Toalla, Sudadera, Camiseta"
8554,"Zapatillas, Balón, Bolsa"
8555,"Calcetines, Zapatillas, Gorra, Sudadera"
8556,"Zapatillas, Sudadera, Balón, Bolsa"
8557,"Toalla, Zapatillas, Botella"
8558,"Toalla, Sudadera, Camiseta"
8559,"Toalla, Botella, Pantalones"
8560,"Toalla, Sudadera, Camiseta"
8561,"Balón, Toalla, Zapatillas, Camiseta"
8562,Toalla
8563,"Calcetines, Zapatillas, Sudadera"
8564,Camiseta
8565,"Botella, Sudadera"
8566,"Zapatillas, Sudadera, Calcetines"
8567,"Gorra, Toalla, Botella, Zapatillas"
8568,"Toalla, Sudadera, Camiseta"
8569,"Toalla, Bolsa, Botella"
8570,"Toalla, Gorra, Bolsa, Botella"
8571,"Calcetines, Botella, Camiseta, Toalla"
8572,"Gorra, Balón, Camiseta, Pantalones"
8573,"Zapatillas, Balón, Bolsa"
8574,"Zapatillas, Sudadera, Calcetines"
8575,"Zapatillas, Sudadera, Calcetines"
8576,"Zapatillas, Balón, Bolsa"
8577,"Toalla, Sudadera, Camiseta"
8578,"Calcetines, Gorra, Camiseta"
8579,"Zapatillas, Camiseta, Toalla, Pantalones"
8580,"Toalla, Sudadera, Camiseta"
8581,"Gorra, Camiseta, Pantalones"
8582,"Toalla, Camiseta, Balón, Pantalones"
8583,"Gorra, Camiseta, Pantalones"
8584,"Zapatillas, Pantalones, Bolsa, Balón"
8585,"Zapatillas, Gorra, Camiseta"
8586,"Balón, Bolsa, Calcetines"
8587,"Gorra, Camiseta, Pantalones"
8588,"Toalla, Bolsa, Botella"
8589,"Toalla, Bolsa, Botella"
8590,"Toalla, Balón"
8591,"Toalla, Bolsa, Botella"
8592,"Zapatillas, Sudadera, Calcetines"
8593,"Gorra, Camiseta, Pantalones"
8594,"Gorra, Balón, Camiseta, Pantalones"
8595,"Zapatillas, Toalla, Sudadera, Balón, Bolsa"
8596,"Zapatillas, Balón, Bolsa, Gorra"
8597,"Calcetines, Toalla, Camiseta, Pantalones"
8598,"Zapatillas, Balón, Bolsa"
8599,"Zapatillas, Balón, Bolsa"
8600,"Toalla, Zapatillas, Balón, Bolsa"
8601,"Zapatillas, Sudadera, Calcetines"
8602,"Zapatillas, Balón, Bolsa"
8603,"Balón, Camiseta, Sudadera, Bolsa"
8604,"Zapatillas, Botella, Toalla, Sudadera, Bolsa"
8605,"Gorra, Zapatillas, Botella, Balón"
8606,"Bolsa, Calcetines, Camiseta, Botella"
8607,"Toalla, Sudadera, Camiseta"
8608,"Pantalones, Zapatillas, Gorra"
8609,"Toalla, Sudadera"
8610,"Zapatillas, Bolsa, Gorra"
8611,"Zapatillas, Balón, Bolsa"
8612,"Toalla, Sudadera, Camiseta"
8613,"Gorra, Sudadera, Toalla"
8614,"Zapatillas, Sudadera, Balón, Calcetines"
8615,"Zapatillas, Balón, Bolsa"
8616,"Toalla, Sudadera, Pantalones, Camiseta"
8617,"Botella, Toalla, Sudadera, Bolsa, Camiseta"
8618,"Balón, Camiseta, Bolsa"
8619,"Zapatillas, Balón, Bolsa"
8620,"Toalla, Bolsa, Botella"
8621,Zapatillas
8622,"Toalla, Sudadera, Camiseta"
8623,"Camiseta, Zapatillas, Calcetines, Gorra"
8624,"Zapatillas, Balón, Bolsa"
8625,"Zapatillas, Sudadera, Calcetines"
8626,"Zapatillas, Bolsa"
8627,Zapatillas
8628,"Sudadera, Gorra, Camiseta, Pantalones"
8629,"Zapatillas, Balón, Bolsa"
8630,"Zapatillas, Calcetines, Balón, Bolsa, Camiseta"
8631,"Zapatillas, Sudadera, Calcetines"
8632,"Pantalones, Calcetines, Botella, Toalla"
8633,"Zapatillas, Sudadera, Calcetines"
8634,"Zapatillas, Sudadera, Calcetines"
8635,Sudadera
8636,"Zapatillas, Sudadera, Calcetines"
8637,"Zapatillas, Sudadera, Calcetines"
8638,"Zapatillas, Botella, Calcetines, Pantalones, Sudadera"
8639,"Zapatillas, Sudadera, Calcetines"
8640,"Zapatillas, Calcetines, Sudadera, Bolsa, Camiseta"
8641,"Zapatillas, Balón, Bolsa"
8642,"Toalla, Gorra, Calcetines, Camiseta"
8643,"Toalla, Bolsa, Botella"
8644,"Zapatillas, Gorra, Camiseta, Pantalones"
8645,"Zapatillas, Sudadera, Calcetines"
8646,"Zapatillas, Sudadera, Calcetines, Botella"
8647,"Zapatillas, Balón, Bolsa"
8648,"Toalla, Zapatillas, Sudadera, Calcetines"
8649,"Gorra, Camiseta, Pantalones"
8650,"Zapatillas, Balón, Bolsa"
8651,"Gorra, Camiseta, Pantalones"
8652,Toalla
8653,"Zapatillas, Sudadera, Calcetines"
8654,"Camiseta, Bolsa, Calcetines, Sudadera"
8655,"Zapatillas, Balón, Toalla, Gorra"
8656,"Toalla, Sudadera, Camiseta"
8657,"Sudadera, Balón, Gorra"
8658,"Zapatillas, Sudadera, Calcetines"
8659,"Zapatillas, Balón, Bolsa"
8660,"Toalla, Balón, Bolsa, Botella"
8661,"Toalla, Zapatillas, Sudadera, Camiseta"
8662,"Botella, Toalla, Sudadera, Bolsa, Camiseta"
8663,"Calcetines, Pantalones, Gorra, Balón, Camiseta"
8664,"Zapatillas, Sudadera, Calcetines"
8665,"Toalla, Sudadera, Camiseta"
8666,"Zapatillas, Balón, Bolsa, Camiseta"
8667,"Zapatillas, Sudadera, Calcetines, Pantalones"
8668,"Botella, Sudadera, Pantalones"
8669,"Gorra, Camiseta, Pantalones"
8670,"Toalla, Sudadera, Camiseta"
8671,"Toalla, Sudadera, Gorra, Bolsa, Camiseta"
8672,"Zapatillas, Balón, Bolsa"
8673,"Bolsa, Camiseta, Toalla, Pantalones"
8674,"Toalla, Bolsa, Botella"
8675,"Toalla, Sudadera, Bolsa, Camiseta"
8676,"Toalla, Sudadera, Calcetines, Camiseta"
8677,"Toalla, Bolsa, Botella"
8678,"Pantalones, Sudadera, Toalla"
8679,"Toalla, Sudadera, Camiseta"
8680,"Zapatillas, Balón, Bolsa"
8681,"Bolsa, Gorra, Pantalones, Zapatillas"
8682,"Zapatillas, Balón, Bolsa"
8683,"Toalla, Sudadera, Zapatillas"
8684,"Zapatillas, Balón, Bolsa"
8685,"Toalla, Balón, Bolsa, Botella"
8686,"Calcetines, Toalla"
8687,"Pantalones, Sudadera, Balón, Toalla"
8688,"Zapatillas, Balón, Bolsa"
8689,"Zapatillas, Pantalones, Toalla, Sudadera, Camiseta"
8690,"Zapatillas, Sudadera, Calcetines"
8691,"Gorra, Camiseta, Pantalones"
8692,"Zapatillas, Sudadera, Calcetines"
8693,"Zapatillas, Sudadera, Calcetines"
8694,"Pantalones, Calcetines, Bolsa"
8695,"Gorra, Camiseta, Pantalones"
8696,"Gorra, Camiseta, Pantalones"
8697,Zapatillas
8698,"Toalla, Sudadera, Gorra, Camiseta"
8699,"Pantalones, Toalla, Sudadera, Gorra, Camiseta"
8700,"Toalla, Gorra, Bolsa, Botella"
8701,"Pantalones, Camiseta, Balón, Gorra"
8702,"Gorra, Bolsa"
8703,"Gorra, Camiseta, Pantalones"
8704,"Toalla, Bolsa, Botella"
8705,"Zapatillas, Sudadera, Calcetines"
8706,"Zapatillas, Sudadera, Calcetines"
8707,"Gorra, Camiseta, Pantalones"
8708,"Zapatillas, Sudadera, Bolsa, Calcetines"
8709,"Gorra, Camiseta, Balón"
8710,"Zapatillas, Balón, Bolsa"
8711,"Toalla, Bolsa, Botella"
8712,"Botella, Zapatillas, Bolsa"
8713,"Zapatillas, Sudadera, Calcetines"
8714,"Zapatillas, Sudadera, Calcetines"
8715,"Zapatillas, Balón, Bolsa, Pantalones"
8716,"Toalla, Pantalones, Calcetines, Balón"
8717,"Pantalones, Zapatillas, Sudadera"
8718,"Toalla, Sudadera, Camiseta"
8719,"Sudadera, Gorra, Camiseta, Pantalones"
8720,"Toalla, Sudadera, Balón, Gorra, Camiseta"
8721,"Gorra, Camiseta, Pantalones"
8722,Pantalones
8723,"Gorra, Camiseta, Calcetines, Pantalones"
8724,"Toalla, Zapatillas, Sudadera, Camiseta"
8725,"Toalla, Sudadera, Camiseta"
8726,"Zapatillas, Sudadera, Bolsa, Calcetines"
8727,"Toalla, Gorra, Bolsa, Botella"
8728,Toalla
8729,"Zapatillas, Balón, Bolsa"
8730,"Bolsa, Gorra, Toalla"
8731,"Sudadera, Gorra, Camiseta, Pantalones"
8732,"Toalla, Balón, Bolsa, Botella"
8733,"Calcetines, Toalla, Sudadera, Bolsa, Camiseta"
8734,"Sudadera, Gorra, Camiseta, Pantalones"
8735,"Zapatillas, Sudadera, Calcetines"
8736,"Gorra, Camiseta, Pantalones"
8737,"Balón, Botella, Calcetines, Toalla"
8738,"Toalla, Sudadera, Camiseta"
8739,"Zapatillas, Sudadera, Calcetines"
8740,"Sudadera, Calcetines, Gorra"
8741,"Botella, Calcetines, Pantalones, Gorra, Camiseta"
8742,"Zapatillas, Sudadera, Calcetines, Pantalones"
8743,"Bolsa, Pantalones, Gorra"
8744,Botella
8745,"Camiseta, Balón"
8746,"Zapatillas, Sudadera, Calcetines"
8747,"Zapatillas, Balón, Bolsa, Camiseta"
8748,"Toalla, Bolsa, Botella"
8749,"Gorra, Camiseta, Pantalones"
8750,"Gorra, Balón"
8751,"Gorra, Camiseta, Pantalones"
8752,"Botella, Calcetines, Balón, Pantalones"
8753,"Toalla, Sudadera, Camiseta"
8754,"Toalla, Sudadera, Camiseta"
8755,"Toalla, Sudadera, Camiseta"
8756,"Gorra, Botella, Toalla, Zapatillas"
8757,"Toalla, Zapatillas, Bolsa, Botella"
