cliente_id,fecha_corte,edad,estado_civil,tiene_hijos,tipo_vivienda,tiene_coche,tiene_moto,tiene_mascota,ingreso,nivel_educacion,situacion_laboral,num_personas_hogar,ccaa,tiene_hipoteca,seguro_coche_t0,seguro_moto_t0,seguro_vehiculo_electrico_t0,seguro_hogar_t0,seguro_inquilino_t0,seguro_salud_t0,seguro_dental_t0,seguro_vida_t0,seguro_accidentes_t0,seguro_decesos_t0,seguro_viaje_t0,seguro_mascotas_t0,contrató_coche,fecha_contratacion_coche,contrató_moto,fecha_contratacion_moto,contrató_vehiculo_electrico,fecha_contratacion_vehiculo_electrico,contrató_hogar,fecha_contratacion_hogar,contrató_inquilino,fecha_contratacion_inquilino,contrató_salud,fecha_contratacion_salud,contrató_dental,fecha_contratacion_dental,contrató_vida,fecha_contratacion_vida,contrató_accidentes,fecha_contratacion_accidentes,contrató_decesos,fecha_contratacion_decesos,contrató_viaje,fecha_contratacion_viaje,contrató_mascotas,fecha_contratacion_mascotas
C02986,2023-01-01,58.0,casado,1,propietario,1,0,0,alto,universitaria,empleado,1,Castilla y Leon,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C02987,2023-01-01,79.0,casado,1,propietario,0,1,0,medio,secundaria,empleado,5,Andalucia,0,0,1,0,0,0,0,1,0,0,1,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C02988,2023-01-01,55.0,casado,1,propietario,1,0,1,medio,postgrado,empleado,3,Madrid,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C02989,2023-01-01,31.0,soltero,1,propietario,0,0,0,alto,universitaria,empleado,2,Andalucia,1,0,0,0,1,0,0,0,0,0,0,1,0,0,,0,,0,,0,,0,,1,2023-03-07,0,,0,,0,,0,,0,,0,
C02990,2023-01-01,35.0,casado,1,propietario,1,0,0,alto,secundaria,empleado,3,Cataluna,1,1,0,0,0,0,1,1,1,0,0,1,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C02991,2023-01-01,41.0,soltero,1,propietario,0,0,0,bajo,fp,empleado,3,Andalucia,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C02992,2023-01-01,60.0,casado,0,propietario,0,0,0,medio,secundaria,empleado,3,Ceuta,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C02993,2023-01-01,48.0,casado,1,inquilino,0,0,1,bajo,universitaria,empleado,2,Madrid,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,1,2023-03-12,0,,0,,0,
C02994,2023-01-01,70.0,casado,1,propietario,0,0,0,medio,secundaria,jubilado,4,Andalucia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C02995,2023-01-01,65.0,soltero,0,inquilino,0,0,0,bajo,secundaria,empleado,1,Madrid,0,0,0,0,1,0,1,0,0,0,1,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C02996,2023-01-01,48.0,soltero,1,propietario,0,1,0,bajo,postgrado,empleado,2,Galicia,1,0,1,0,1,0,0,0,0,0,1,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C02997,2023-01-01,33.0,divorciado,0,propietario,0,0,0,medio,postgrado,empleado,2,Madrid,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,0,,0,,0,,1,2023-09-16,0,,0,,0,,0,,0,,0,
C02998,2023-01-01,65.0,casado,1,propietario,0,0,0,bajo,postgrado,jubilado,1,Murcia,0,0,0,0,1,0,1,0,0,0,1,0,0,0,,0,,0,,0,,0,,0,,1,2023-12-08,0,,0,,0,,0,,0,
C02999,2023-01-01,71.0,divorciado,1,propietario,1,0,0,bajo,universitaria,jubilado,2,Madrid,0,1,0,0,1,0,1,1,0,0,1,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03000,2023-01-01,45.0,divorciado,0,propietario,1,0,0,alto,secundaria,empleado,1,Andalucia,0,1,0,0,1,0,1,0,1,0,0,0,0,0,,0,,0,,0,,0,,0,,1,2023-08-06,0,,0,,0,,0,,0,
C03001,2023-01-01,51.0,casado,0,propietario,1,0,0,alto,fp,empleado,1,Canarias,0,1,0,0,1,0,0,0,0,0,0,1,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03002,2023-01-01,56.0,casado,1,propietario,0,0,1,bajo,universitaria,autonomo,2,Aragon,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03003,2023-01-01,37.0,casado,1,inquilino,0,0,1,medio,universitaria,autonomo,2,Madrid,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03004,2023-01-01,29.0,soltero,0,inquilino,0,0,0,bajo,fp,empleado,2,Cataluna,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03005,2023-01-01,58.0,casado,1,inquilino,1,0,0,alto,universitaria,empleado,2,Andalucia,0,1,0,0,0,1,1,1,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03006,2023-01-01,29.0,casado,0,inquilino,0,0,0,medio,postgrado,empleado,2,Cataluna,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03007,2023-01-01,70.0,casado,1,propietario,1,0,0,alto,universitaria,jubilado,3,Cataluna,0,1,0,0,1,0,0,0,1,0,1,0,0,0,,0,,0,,0,,0,,1,2023-10-31,0,,0,,0,,0,,0,,0,
C03008,2023-01-01,52.0,soltero,1,propietario,1,0,0,medio,secundaria,empleado,2,Extremadura,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,1,2023-06-19,0,,0,,0,,0,
C03009,2023-01-01,43.0,casado,1,propietario,0,0,1,medio,universitaria,empleado,4,Valencia,1,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03010,2023-01-01,18.0,soltero,0,inquilino,0,0,0,bajo,secundaria,empleado,1,Murcia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03011,2023-01-01,62.0,soltero,1,propietario,1,0,0,bajo,fp,jubilado,2,Madrid,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03012,2023-01-01,43.0,soltero,0,propietario,1,0,0,medio,fp,empleado,2,Aragon,1,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03013,2023-01-01,64.0,soltero,1,propietario,1,0,0,medio,secundaria,jubilado,4,Valencia,0,1,0,0,1,0,0,0,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03014,2023-01-01,46.0,casado,1,inquilino,0,0,0,medio,fp,empleado,1,Castilla y Leon,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03015,2023-01-01,73.0,casado,1,propietario,0,0,0,medio,secundaria,jubilado,2,Cataluna,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03016,2023-01-01,40.0,casado,0,propietario,0,0,0,bajo,universitaria,desempleado,4,Andalucia,1,0,0,0,1,0,0,0,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03017,2023-01-01,35.0,casado,1,propietario,1,0,0,medio,fp,desempleado,5,La Rioja,0,1,0,0,1,0,0,0,1,1,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03018,2023-01-01,20.0,soltero,0,inquilino,0,0,0,bajo,fp,empleado,2,Valencia,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,1,2023-02-08,0,,0,,0,
C03019,2023-01-01,46.0,soltero,0,inquilino,1,0,0,bajo,fp,empleado,2,Canarias,0,1,0,0,0,0,1,0,0,1,1,0,0,0,,0,,0,,0,,0,,0,,1,2023-01-28,0,,0,,0,,0,,0,
C03020,2023-01-01,63.0,soltero,1,propietario,0,0,1,medio,fp,jubilado,1,Asturias,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03021,2023-01-01,25.0,soltero,0,inquilino,1,0,0,medio,fp,empleado,2,Aragon,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03022,2023-01-01,41.0,soltero,0,propietario,1,0,0,medio,secundaria,autonomo,1,Castilla-La Mancha,0,1,0,0,0,0,1,1,0,1,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03023,2023-01-01,53.0,casado,1,inquilino,0,0,1,medio,fp,autonomo,1,Madrid,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03024,2023-01-01,76.0,soltero,0,propietario,0,0,1,bajo,fp,desempleado,1,Pais Vasco,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03025,2023-01-01,49.0,casado,0,propietario,1,0,0,alto,fp,empleado,2,Madrid,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03026,2023-01-01,67.0,casado,1,propietario,1,0,0,bajo,secundaria,desempleado,4,Castilla-La Mancha,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03027,2023-01-01,50.0,casado,1,propietario,0,0,0,medio,secundaria,empleado,1,La Rioja,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03028,2023-01-01,36.0,soltero,1,inquilino,0,0,1,alto,universitaria,empleado,3,Galicia,0,0,0,0,0,1,0,0,1,0,0,0,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,2023-06-08,0,
C03029,2023-01-01,49.0,divorciado,1,inquilino,0,0,0,bajo,secundaria,empleado,2,Cataluna,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03030,2023-01-01,66.0,divorciado,0,propietario,1,0,0,bajo,fp,jubilado,2,Cataluna,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03031,2023-01-01,40.0,soltero,1,propietario,0,0,0,medio,secundaria,empleado,2,Cataluna,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03032,2023-01-01,49.0,casado,1,propietario,1,0,0,bajo,universitaria,autonomo,1,Andalucia,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,0,,0,,0,,0,,0,,1,2023-05-29,0,,0,,0,,0,,0,
C03033,2023-01-01,72.0,casado,1,propietario,1,0,0,bajo,secundaria,jubilado,5,Valencia,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03034,2023-01-01,47.0,casado,0,inquilino,1,0,0,bajo,postgrado,empleado,2,Madrid,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03035,2023-01-01,54.0,casado,1,propietario,1,0,0,medio,secundaria,empleado,4,Valencia,1,1,0,0,1,0,0,0,1,0,0,0,0,0,,0,,0,,0,,0,,1,2023-06-20,0,,0,,0,,0,,0,,0,
C03036,2023-01-01,52.0,casado,1,propietario,0,0,0,medio,secundaria,desempleado,3,Cantabria,1,0,0,0,1,0,0,0,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03037,2023-01-01,71.0,casado,1,inquilino,0,0,0,bajo,secundaria,jubilado,5,Cataluna,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03038,2023-01-01,76.0,casado,1,propietario,1,0,0,medio,secundaria,empleado,1,Castilla-La Mancha,0,1,0,0,1,0,0,0,1,0,1,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03039,2023-01-01,56.0,divorciado,1,propietario,1,0,0,alto,fp,jubilado,1,Pais Vasco,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03040,2023-01-01,64.0,casado,0,propietario,1,0,0,medio,postgrado,jubilado,2,Galicia,0,1,0,0,1,0,1,1,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03041,2023-01-01,34.0,soltero,1,inquilino,1,0,0,medio,universitaria,empleado,3,Asturias,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03042,2023-01-01,80.0,casado,1,propietario,0,0,1,bajo,secundaria,jubilado,3,Cataluna,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03043,2023-01-01,49.0,casado,1,propietario,1,0,0,bajo,fp,empleado,1,Cataluna,0,1,0,0,1,0,0,0,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03044,2023-01-01,75.0,soltero,0,propietario,1,0,1,medio,universitaria,jubilado,2,Pais Vasco,0,1,0,0,1,0,0,0,0,0,1,0,1,0,,1,2023-05-05,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03045,2023-01-01,42.0,casado,0,inquilino,1,1,1,alto,universitaria,autonomo,1,Canarias,0,1,1,0,0,0,0,0,0,0,0,0,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03046,2023-01-01,72.0,divorciado,1,propietario,1,0,0,medio,secundaria,jubilado,2,Canarias,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03047,2023-01-01,39.0,casado,1,inquilino,1,0,0,medio,secundaria,empleado,2,Andalucia,0,1,1,0,0,1,0,0,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03048,2023-01-01,60.0,soltero,1,propietario,1,0,0,medio,secundaria,empleado,3,Andalucia,0,1,0,0,1,0,0,1,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03049,2023-01-01,51.0,soltero,1,propietario,1,0,0,medio,postgrado,empleado,1,Andalucia,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03050,2023-01-01,51.0,casado,1,propietario,1,0,1,alto,secundaria,autonomo,3,Andalucia,0,1,0,0,1,0,0,0,0,1,0,1,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,2023-02-27,0,,0,
C03051,2023-01-01,55.0,casado,1,propietario,0,0,0,medio,secundaria,jubilado,4,Asturias,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03052,2023-01-01,56.0,casado,1,propietario,0,0,0,medio,postgrado,autonomo,2,Canarias,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03053,2023-01-01,41.0,casado,1,propietario,1,0,0,medio,fp,empleado,2,Extremadura,1,1,0,0,1,0,1,1,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03054,2023-01-01,65.0,soltero,0,propietario,0,0,0,medio,secundaria,empleado,2,Canarias,0,0,0,0,1,0,1,1,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03055,2023-01-01,66.0,soltero,1,propietario,1,0,1,medio,secundaria,jubilado,3,Valencia,0,1,0,0,1,0,0,0,1,0,0,0,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03056,2023-01-01,49.0,casado,1,propietario,1,0,1,medio,fp,empleado,3,Andalucia,0,1,0,0,0,0,1,0,0,1,0,0,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03057,2023-01-01,71.0,soltero,1,propietario,1,0,0,bajo,secundaria,jubilado,2,Cataluna,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03058,2023-01-01,55.0,divorciado,1,inquilino,1,0,0,bajo,universitaria,empleado,2,Andalucia,0,1,0,0,0,1,0,0,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03059,2023-01-01,34.0,soltero,1,propietario,0,0,1,medio,postgrado,empleado,2,Andalucia,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,1,2023-10-19,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03060,2023-01-01,40.0,casado,1,propietario,0,0,0,medio,universitaria,desempleado,1,Castilla y Leon,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03061,2023-01-01,59.0,casado,1,inquilino,0,0,0,medio,secundaria,empleado,1,Madrid,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,0,,0,,0,,0,,0,,1,2023-11-05,0,,0,,0,,0,,0,
C03062,2023-01-01,66.0,casado,1,propietario,0,0,0,bajo,fp,jubilado,4,Valencia,0,0,0,0,1,0,1,0,0,0,1,0,0,0,,0,,0,,0,,0,,0,,0,,1,2023-03-13,0,,0,,0,,0,
C03063,2023-01-01,44.0,casado,1,propietario,1,0,0,medio,secundaria,empleado,4,Andalucia,1,1,0,0,1,0,0,0,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03064,2023-01-01,42.0,casado,1,propietario,1,0,0,bajo,universitaria,empleado,2,Murcia,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03065,2023-01-01,73.0,casado,1,propietario,1,1,0,medio,fp,jubilado,2,Andalucia,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03066,2023-01-01,42.0,casado,1,inquilino,1,1,1,bajo,secundaria,autonomo,3,Castilla y Leon,0,1,1,0,1,1,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,1,2023-02-22,0,,0,,0,,0,,0,,0,
C03067,2023-01-01,47.0,casado,1,propietario,1,0,1,alto,universitaria,empleado,3,La Rioja,0,1,0,0,1,0,0,0,1,1,0,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03068,2023-01-01,63.0,casado,1,propietario,0,0,0,medio,universitaria,jubilado,3,Canarias,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03069,2023-01-01,38.0,casado,1,propietario,1,0,1,medio,secundaria,autonomo,3,Valencia,0,1,0,0,0,0,0,0,0,1,0,0,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03070,2023-01-01,59.0,casado,1,propietario,0,0,0,medio,fp,jubilado,3,Cataluna,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03071,2023-01-01,39.0,casado,0,inquilino,1,0,0,alto,universitaria,empleado,2,Galicia,0,1,0,0,0,0,1,1,0,0,0,1,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03072,2023-01-01,50.0,divorciado,1,propietario,1,0,1,medio,universitaria,empleado,1,Andalucia,0,1,0,0,1,0,0,0,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03073,2023-01-01,69.0,soltero,1,propietario,1,0,0,medio,secundaria,jubilado,2,Cataluna,1,1,0,0,0,0,1,0,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,2023-04-09,0,,0,
C03074,2023-01-01,53.0,casado,1,inquilino,1,0,0,alto,secundaria,autonomo,2,Andalucia,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03075,2023-01-01,63.0,soltero,1,inquilino,0,0,1,medio,postgrado,empleado,1,Cataluna,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,2023-01-13,0,
C03076,2023-01-01,78.0,soltero,1,inquilino,0,0,0,bajo,secundaria,empleado,4,Cataluna,0,0,0,0,0,0,1,1,0,0,1,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03077,2023-01-01,47.0,casado,1,inquilino,0,0,0,medio,universitaria,empleado,2,Castilla y Leon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03078,2023-01-01,36.0,casado,0,propietario,1,0,0,bajo,secundaria,empleado,3,Galicia,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03079,2023-01-01,32.0,casado,1,propietario,1,1,1,medio,universitaria,empleado,4,Madrid,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03080,2023-01-01,54.0,casado,0,propietario,1,0,0,bajo,fp,autonomo,4,Andalucia,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03081,2023-01-01,50.0,soltero,1,propietario,1,1,0,alto,universitaria,autonomo,4,Canarias,1,1,1,0,0,0,0,0,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03082,2023-01-01,55.0,casado,1,propietario,1,0,1,alto,fp,empleado,4,Andalucia,1,1,0,0,1,0,1,1,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03083,2023-01-01,47.0,divorciado,1,propietario,0,0,1,bajo,universitaria,autonomo,5,Canarias,1,0,0,0,0,0,0,0,1,1,0,0,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03084,2023-01-01,22.0,soltero,1,inquilino,0,0,0,bajo,universitaria,empleado,2,Andalucia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,,0,,0,,0,,0,,1,2023-06-10,0,,0,,0,,0,,0,
C03085,2023-01-01,75.0,soltero,0,propietario,0,0,0,alto,fp,jubilado,2,Murcia,0,0,0,0,1,0,1,0,1,0,1,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03086,2023-01-01,64.0,casado,1,propietario,1,1,0,alto,universitaria,desempleado,2,Andalucia,1,1,0,0,1,0,0,0,1,0,0,1,0,0,,0,,0,,0,,0,,0,,1,2023-07-01,0,,0,,0,,0,,0,
C03087,2023-01-01,41.0,casado,1,inquilino,1,0,1,medio,secundaria,empleado,1,Andalucia,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2023-11-30,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03088,2023-01-01,46.0,casado,1,inquilino,1,0,0,medio,postgrado,empleado,4,Galicia,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03089,2023-01-01,40.0,casado,1,inquilino,0,0,0,medio,fp,empleado,5,Ceuta,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03090,2023-01-01,32.0,casado,1,inquilino,1,0,0,medio,fp,empleado,4,Valencia,0,1,0,0,0,0,1,1,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03091,2023-01-01,82.0,soltero,1,propietario,1,0,0,bajo,secundaria,empleado,1,Galicia,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03092,2023-01-01,53.0,casado,1,propietario,0,0,1,medio,secundaria,desempleado,3,Cataluna,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03093,2023-01-01,52.0,soltero,0,inquilino,1,0,0,medio,secundaria,empleado,1,Castilla y Leon,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03094,2023-01-01,53.0,casado,1,propietario,1,0,0,bajo,secundaria,empleado,1,Pais Vasco,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03095,2023-01-01,40.0,casado,1,inquilino,1,0,1,medio,secundaria,autonomo,3,Andalucia,0,1,0,0,0,1,0,0,0,1,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03096,2023-01-01,53.0,casado,1,propietario,1,0,1,medio,secundaria,empleado,3,Canarias,1,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,,0,,0,,0,,0,,1,2023-02-24,0,,0,,0,,0,,0,
C03097,2023-01-01,18.0,casado,0,propietario,1,0,0,medio,fp,empleado,5,Andalucia,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03098,2023-01-01,69.0,casado,1,propietario,0,0,0,medio,secundaria,jubilado,1,Aragon,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,,0,,0,,0,,1,2023-08-15,0,,0,,0,,0,,0,,0,
C03099,2023-01-01,59.0,casado,0,inquilino,1,0,1,medio,fp,jubilado,3,Andalucia,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,2023-07-23,0,
C03100,2023-01-01,59.0,soltero,1,inquilino,1,0,0,bajo,universitaria,empleado,3,Canarias,0,1,1,0,0,0,1,1,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,2023-01-11,0,,0,
C03101,2023-01-01,58.0,soltero,1,inquilino,0,0,1,medio,fp,autonomo,1,Baleares,0,0,0,0,0,0,1,0,1,0,0,0,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03102,2023-01-01,67.0,casado,1,propietario,0,0,0,bajo,fp,jubilado,5,Canarias,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C03103,2023-01-01,33.0,casado,0,inquilino,1,0,0,bajo,universitaria,empleado,3,Asturias,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
