Transaction_ID,Products
592,"Bolsa, Pantalones, Botella, Balón"
593,"Sudadera, Calcetines, Balón"
594,"Gorra, Botella, Toalla, Zapatillas, Balón"
595,"Toalla, Balón"
596,"Pantalones, Calcetines, Camiseta, Bolsa"
597,"Camiseta, Sudadera"
598,"Zapatillas, Gorra"
599,"Botella, Zapatillas, Sudadera"
600,"Toalla, Gorra, Bolsa, Sudadera, Pantalones"
601,"Bolsa, Balón, Camiseta"
602,"Toalla, Bolsa, Botella"
603,"Gorra, Balón"
604,"Pantalones, Balón, Zapatillas, Toalla"
605,"Gorra, Toalla, Pantalones, Zapatillas"
606,"Botella, Sudadera, Bolsa, Calcetines, Gorra"
607,"Sudadera, Balón"
608,"Balón, Zapatillas, Calcetines, Toalla, Bolsa"
609,"Zapatillas, Sudadera"
610,"Gorra, Calcetines"
611,"Zapatillas, Sudadera"
612,"Botella, Bolsa, Balón"
613,"Balón, Bolsa, Botella"
614,"Toalla, Botella, Zapatillas"
615,"Toalla, Calcetines, Zapatillas"
616,"Sudadera, Toalla, Camiseta"
617,"Camiseta, Toalla, Zapatillas, Pantalones"
618,"Botella, Balón, Toalla, Gorra, Sudadera"
619,"Bolsa, Toalla, Botella, Pantalones, Camiseta"
620,"Gorra, Calcetines"
621,"Calcetines, Gorra"
622,"Zapatillas, Toalla, Botella, Calcetines"
623,"Balón, Pantalones"
624,"Botella, Sudadera, Camiseta, Bolsa"
625,"Botella, Gorra, Bolsa, Camiseta, Sudadera"
626,"Calcetines, Camiseta, Toalla"
627,"Sudadera, Pantalones, Toalla, Bolsa"
628,"Gorra, Balón"
629,"Balón, Bolsa, Zapatillas, Calcetines"
630,"Gorra, Balón, Camiseta"
631,"Botella, Calcetines, Zapatillas, Toalla"
632,"Calcetines, Balón, Pantalones, Toalla"
633,"Camiseta, Calcetines, Zapatillas, Sudadera, Pantalones"
634,"Zapatillas, Sudadera, Gorra"
635,"Toalla, Zapatillas, Calcetines, Sudadera, Gorra"
636,"Toalla, Pantalones, Botella, Gorra, Calcetines"
637,"Sudadera, Toalla, Botella, Zapatillas"
638,"Pantalones, Toalla"
639,"Pantalones, Botella, Bolsa, Balón"
640,"Gorra, Toalla, Calcetines, Zapatillas, Bolsa"
641,"Botella, Zapatillas, Toalla, Bolsa"
642,"Camiseta, Balón, Pantalones, Sudadera"
643,"Camiseta, Pantalones, Zapatillas, Gorra, Bolsa"
644,"Bolsa, Gorra"
645,"Calcetines, Zapatillas, Balón"
646,"Sudadera, Calcetines"
647,"Sudadera, Zapatillas"
648,"Bolsa, Calcetines"
649,"Bolsa, Pantalones, Botella"
650,"Gorra, Toalla"
651,"Zapatillas, Gorra"
652,"Camiseta, Balón, Sudadera, Bolsa, Botella"
653,"Zapatillas, Toalla, Pantalones, Botella, Gorra"
654,"Pantalones, Balón"
655,"Sudadera, Calcetines, Zapatillas, Gorra"
656,"Zapatillas, Pantalones, Camiseta"
657,"Toalla, Sudadera, Gorra"
658,"Bolsa, Toalla, Gorra"
659,"Pantalones, Zapatillas"
660,"Balón, Bolsa"
661,"Bolsa, Sudadera, Zapatillas, Pantalones"
662,"Pantalones, Gorra, Calcetines, Bolsa"
663,"Calcetines, Gorra"
664,"Bolsa, Calcetines, Camiseta"
665,"Toalla, Bolsa, Pantalones"
666,"Toalla, Pantalones, Camiseta"
667,"Sudadera, Zapatillas, Bolsa, Toalla"
668,"Sudadera, Botella, Zapatillas, Bolsa, Gorra"
669,"Camiseta, Pantalones"
670,"Calcetines, Gorra"
671,"Camiseta, Bolsa"
672,"Botella, Bolsa, Balón, Sudadera"
673,"Pantalones, Botella, Zapatillas, Toalla, Camiseta"
674,"Pantalones, Botella, Gorra, Bolsa"
675,"Botella, Sudadera, Bolsa"
676,"Calcetines, Bolsa"
677,"Camiseta, Gorra, Pantalones"
678,"Pantalones, Toalla, Camiseta, Zapatillas, Sudadera"
679,"Pantalones, Camiseta, Zapatillas"
680,"Zapatillas, Toalla"
681,"Botella, Balón, Calcetines, Pantalones"
682,"Zapatillas, Calcetines, Pantalones, Bolsa"
683,"Sudadera, Bolsa"
684,"Botella, Pantalones, Calcetines, Sudadera"
685,"Toalla, Balón"
686,"Camiseta, Toalla, Zapatillas, Botella"
687,"Calcetines, Pantalones, Botella"
688,"Botella, Camiseta, Balón"
689,"Gorra, Camiseta"
690,"Sudadera, Bolsa, Zapatillas, Pantalones, Camiseta"
691,"Gorra, Sudadera, Balón, Toalla, Botella"
692,"Calcetines, Pantalones, Sudadera, Camiseta"
693,"Zapatillas, Gorra"
694,"Bolsa, Pantalones"
695,"Calcetines, Balón, Sudadera, Camiseta, Botella"
696,"Camiseta, Sudadera, Gorra, Zapatillas, Calcetines"
697,"Balón, Gorra, Toalla, Zapatillas"
698,"Gorra, Botella, Balón, Pantalones, Camiseta"
699,"Camiseta, Gorra, Sudadera, Toalla, Bolsa"
700,"Sudadera, Camiseta"
701,"Calcetines, Pantalones, Gorra, Balón, Botella"
702,"Toalla, Camiseta, Zapatillas, Sudadera, Balón"
703,"Camiseta, Gorra"
704,"Sudadera, Toalla, Pantalones, Calcetines, Camiseta"
705,"Bolsa, Pantalones, Camiseta"
706,"Zapatillas, Gorra, Calcetines, Balón, Bolsa"
707,"Sudadera, Balón, Toalla, Zapatillas, Pantalones"
708,"Gorra, Zapatillas"
709,"Zapatillas, Pantalones"
710,"Toalla, Balón, Sudadera"
711,"Pantalones, Botella, Sudadera, Bolsa, Balón"
712,"Calcetines, Toalla, Balón, Bolsa, Camiseta"
713,"Zapatillas, Calcetines"
714,"Gorra, Sudadera"
715,"Pantalones, Gorra, Sudadera"
716,"Botella, Camiseta, Calcetines, Zapatillas, Pantalones"
717,"Bolsa, Toalla"
718,"Pantalones, Toalla, Balón"
719,"Pantalones, Camiseta, Botella"
720,"Zapatillas, Gorra, Bolsa"
721,"Pantalones, Calcetines, Balón, Camiseta"
722,"Gorra, Toalla"
723,"Pantalones, Sudadera, Balón"
724,"Toalla, Camiseta"
725,"Balón, Bolsa, Botella"
726,"Camiseta, Bolsa, Botella, Pantalones, Zapatillas"
727,"Zapatillas, Calcetines, Botella"
728,"Zapatillas, Camiseta, Gorra, Sudadera, Balón"
729,"Bolsa, Botella, Toalla, Camiseta, Balón"
730,"Bolsa, Zapatillas, Balón, Pantalones"
731,"Botella, Camiseta, Bolsa"
732,"Toalla, Botella, Balón, Zapatillas"
733,"Bolsa, Calcetines, Zapatillas, Camiseta"
734,"Balón, Gorra, Camiseta, Bolsa"
735,"Camiseta, Toalla, Sudadera, Bolsa"
736,"Zapatillas, Pantalones, Gorra"
737,"Calcetines, Botella, Camiseta"
738,"Balón, Bolsa, Sudadera"
739,"Zapatillas, Gorra, Sudadera"
740,"Balón, Camiseta, Sudadera, Calcetines"
741,"Balón, Gorra, Toalla"
742,"Zapatillas, Toalla, Camiseta, Botella"
743,"Gorra, Balón"
744,"Botella, Toalla"
745,"Sudadera, Gorra"
746,"Sudadera, Zapatillas, Balón"
747,"Camiseta, Zapatillas"
748,"Pantalones, Botella, Sudadera"
749,"Sudadera, Bolsa"
750,"Sudadera, Calcetines"
751,"Zapatillas, Balón, Bolsa, Toalla"
752,"Sudadera, Zapatillas, Balón, Pantalones, Toalla"
753,"Bolsa, Calcetines, Botella"
754,"Zapatillas, Camiseta, Bolsa"
755,"Zapatillas, Sudadera"
756,"Balón, Pantalones, Toalla"
757,"Sudadera, Pantalones, Gorra"
758,"Sudadera, Zapatillas, Pantalones, Bolsa"
759,"Toalla, Camiseta, Calcetines, Pantalones"
760,"Pantalones, Sudadera, Calcetines"
761,"Camiseta, Balón"
762,"Toalla, Bolsa, Zapatillas, Gorra, Botella"
763,"Sudadera, Botella, Bolsa, Camiseta, Gorra"
764,"Zapatillas, Toalla, Pantalones"
765,"Calcetines, Camiseta"
766,"Calcetines, Pantalones, Botella, Zapatillas"
767,"Bolsa, Zapatillas, Pantalones"
768,"Sudadera, Toalla"
769,"Bolsa, Zapatillas"
770,"Zapatillas, Camiseta, Pantalones, Balón, Toalla"
771,"Bolsa, Botella, Calcetines"
772,"Calcetines, Gorra, Pantalones, Camiseta"
773,"Balón, Botella, Toalla, Pantalones, Camiseta"
774,"Camiseta, Bolsa, Pantalones, Zapatillas"
775,"Gorra, Pantalones, Camiseta, Botella, Bolsa"
776,"Pantalones, Toalla, Balón, Zapatillas"
777,"Toalla, Balón, Calcetines, Camiseta, Sudadera"
778,"Zapatillas, Sudadera, Bolsa, Balón, Pantalones"
779,"Camiseta, Calcetines, Toalla, Gorra, Zapatillas"
780,"Calcetines, Camiseta, Zapatillas"
781,"Pantalones, Sudadera"
782,"Balón, Gorra, Camiseta, Bolsa, Botella"
783,"Botella, Toalla, Gorra, Balón, Zapatillas"
784,"Bolsa, Camiseta"
785,"Pantalones, Toalla, Zapatillas"
786,"Gorra, Balón, Zapatillas"
787,"Bolsa, Pantalones"
788,"Gorra, Zapatillas, Calcetines, Botella, Sudadera"
789,"Pantalones, Bolsa"
790,"Botella, Sudadera, Calcetines, Toalla, Gorra"
791,"Balón, Botella"
792,"Pantalones, Bolsa, Zapatillas, Balón, Calcetines"
793,"Pantalones, Balón"
794,"Botella, Sudadera, Bolsa, Zapatillas"
795,"Toalla, Balón, Camiseta, Pantalones, Zapatillas"
796,"Zapatillas, Bolsa, Camiseta, Gorra, Balón"
797,"Camiseta, Toalla, Calcetines"
798,"Camiseta, Sudadera, Calcetines, Zapatillas"
799,"Toalla, Pantalones, Gorra, Botella"
800,"Toalla, Sudadera, Calcetines, Botella"
801,"Balón, Pantalones, Gorra, Toalla, Botella"
802,"Toalla, Botella, Sudadera, Bolsa, Camiseta"
803,"Pantalones, Calcetines, Bolsa"
804,"Botella, Camiseta, Zapatillas"
805,"Gorra, Camiseta, Balón"
806,"Toalla, Camiseta"
807,"Gorra, Calcetines, Sudadera, Bolsa"
808,"Botella, Bolsa, Pantalones, Sudadera, Camiseta"
809,"Sudadera, Toalla, Botella"
810,"Toalla, Botella, Sudadera"
811,"Zapatillas, Calcetines, Pantalones, Balón"
812,"Bolsa, Camiseta"
813,"Balón, Gorra, Botella"
814,"Gorra, Calcetines, Bolsa"
815,"Camiseta, Toalla"
816,"Zapatillas, Camiseta, Gorra"
817,"Balón, Calcetines, Botella, Gorra"
818,"Sudadera, Toalla, Calcetines, Pantalones, Gorra"
819,"Botella, Bolsa, Pantalones, Camiseta"
820,"Botella, Calcetines, Balón, Sudadera"
821,"Toalla, Pantalones"
822,"Calcetines, Sudadera, Balón, Zapatillas"
823,"Gorra, Zapatillas, Balón, Camiseta"
824,"Sudadera, Zapatillas, Camiseta, Balón, Gorra"
825,"Calcetines, Bolsa, Botella, Gorra"
826,"Balón, Gorra"
827,"Gorra, Botella, Toalla, Sudadera"
828,"Botella, Calcetines, Zapatillas, Bolsa"
829,"Calcetines, Pantalones, Toalla"
830,"Calcetines, Botella, Zapatillas"
831,"Pantalones, Gorra, Sudadera, Balón"
832,"Bolsa, Sudadera, Botella, Zapatillas"
833,"Toalla, Pantalones, Balón, Camiseta"
834,"Toalla, Gorra"
835,"Bolsa, Botella"
836,"Bolsa, Camiseta, Zapatillas, Pantalones"
837,"Sudadera, Bolsa, Toalla"
838,"Sudadera, Zapatillas, Pantalones"
839,"Sudadera, Zapatillas, Balón, Toalla, Camiseta"
840,"Toalla, Calcetines"
841,"Zapatillas, Balón, Toalla"
842,"Zapatillas, Bolsa"
843,"Bolsa, Balón, Toalla, Gorra, Camiseta"
844,"Botella, Gorra"
845,"Camiseta, Sudadera, Gorra, Balón"
846,"Gorra, Balón"
847,"Calcetines, Zapatillas, Pantalones, Gorra"
848,"Zapatillas, Pantalones, Camiseta, Balón"
849,"Toalla, Botella, Sudadera, Gorra"
850,"Sudadera, Toalla, Balón"
851,"Zapatillas, Bolsa, Camiseta"
852,"Gorra, Zapatillas, Balón"
853,"Balón, Botella"
854,"Pantalones, Sudadera, Camiseta"
855,"Calcetines, Botella, Camiseta, Balón, Toalla"
856,"Camiseta, Balón"
857,"Bolsa, Toalla"
858,"Pantalones, Botella, Calcetines, Gorra, Sudadera"
859,"Gorra, Camiseta, Calcetines"
860,"Pantalones, Botella, Calcetines, Toalla, Bolsa"
861,"Bolsa, Pantalones, Botella"
862,"Pantalones, Balón, Toalla, Botella"
863,"Calcetines, Botella, Gorra"
864,"Bolsa, Calcetines, Zapatillas, Camiseta"
865,"Gorra, Toalla, Sudadera, Pantalones, Camiseta"
866,"Pantalones, Balón"
867,"Zapatillas, Pantalones, Botella, Sudadera, Bolsa"
868,"Calcetines, Gorra"
869,"Calcetines, Balón, Toalla, Camiseta, Bolsa"
870,"Camiseta, Calcetines, Sudadera"
871,"Bolsa, Pantalones, Botella, Balón"
872,"Camiseta, Zapatillas"
873,"Sudadera, Balón, Toalla"
874,"Pantalones, Sudadera, Botella, Balón"
875,"Bolsa, Balón"
876,"Calcetines, Bolsa, Toalla, Botella, Gorra"
877,"Pantalones, Zapatillas, Camiseta"
878,"Pantalones, Bolsa, Toalla"
879,"Zapatillas, Bolsa, Sudadera, Calcetines, Camiseta"
880,"Toalla, Balón, Pantalones"
881,"Toalla, Camiseta, Pantalones, Zapatillas, Sudadera"
882,"Camiseta, Botella, Gorra, Sudadera"
883,"Botella, Balón, Pantalones, Gorra"
884,"Toalla, Sudadera, Bolsa"
885,"Botella, Camiseta, Balón"
886,"Botella, Toalla, Balón"
887,"Pantalones, Toalla, Sudadera"
888,"Sudadera, Calcetines, Camiseta"
889,"Botella, Bolsa, Balón"
890,"Pantalones, Toalla, Botella"
891,"Pantalones, Toalla, Botella, Zapatillas, Camiseta"
892,"Camiseta, Pantalones, Bolsa, Gorra, Balón"
893,"Pantalones, Calcetines"
894,"Toalla, Sudadera, Botella"
895,"Gorra, Toalla"
896,"Botella, Toalla, Sudadera, Balón"
897,"Pantalones, Balón, Gorra, Camiseta, Zapatillas"
898,"Calcetines, Botella, Sudadera, Toalla"
899,"Camiseta, Zapatillas"
900,"Zapatillas, Bolsa, Pantalones, Balón, Calcetines"
901,"Gorra, Pantalones, Bolsa"
902,"Toalla, Gorra, Sudadera"
903,"Bolsa, Camiseta"
904,"Toalla, Balón"
905,"Toalla, Camiseta, Botella"
906,"Balón, Toalla, Zapatillas, Sudadera, Calcetines"
907,"Zapatillas, Pantalones, Bolsa"
908,"Botella, Bolsa, Balón, Calcetines"
909,"Calcetines, Bolsa, Sudadera"
910,"Toalla, Zapatillas, Botella, Gorra"
911,"Botella, Sudadera, Gorra, Pantalones"
912,"Balón, Calcetines, Sudadera"
913,"Zapatillas, Botella, Sudadera"
914,"Sudadera, Botella"
915,"Balón, Bolsa, Calcetines, Botella, Gorra"
916,"Botella, Pantalones"
917,"Bolsa, Zapatillas"
918,"Camiseta, Gorra"
919,"Zapatillas, Calcetines, Botella, Pantalones"
920,"Calcetines, Gorra"
921,"Sudadera, Toalla"
922,"Balón, Botella"
923,"Botella, Bolsa, Gorra"
924,"Camiseta, Bolsa, Botella, Gorra"
925,"Botella, Camiseta, Balón, Sudadera"
926,"Gorra, Toalla, Balón, Sudadera"
927,"Balón, Botella, Gorra, Bolsa"
928,"Calcetines, Toalla, Zapatillas"
929,"Zapatillas, Balón"
930,"Bolsa, Camiseta"
931,"Calcetines, Botella, Balón, Pantalones, Bolsa"
932,"Camiseta, Sudadera, Toalla, Botella"
933,"Camiseta, Zapatillas, Sudadera"
934,"Balón, Calcetines"
935,"Balón, Botella, Sudadera, Camiseta, Toalla"
936,"Botella, Gorra, Zapatillas, Calcetines"
937,"Botella, Zapatillas"
938,"Botella, Balón, Bolsa, Camiseta, Zapatillas"
939,"Gorra, Sudadera, Botella"
940,"Calcetines, Gorra, Toalla, Balón"
941,"Pantalones, Sudadera"
942,"Gorra, Balón, Camiseta, Sudadera, Zapatillas"
943,"Pantalones, Bolsa, Calcetines, Toalla, Sudadera"
944,"Camiseta, Botella, Sudadera, Calcetines"
945,"Toalla, Camiseta, Calcetines, Sudadera, Pantalones"
946,"Botella, Pantalones, Balón, Toalla"
947,"Pantalones, Gorra"
948,"Bolsa, Pantalones, Gorra"
949,"Pantalones, Zapatillas, Camiseta, Gorra, Sudadera"
950,"Camiseta, Pantalones, Botella, Balón"
951,"Calcetines, Botella, Pantalones"
952,"Calcetines, Bolsa, Botella"
953,"Bolsa, Balón, Sudadera, Camiseta, Gorra"
954,"Botella, Camiseta"
955,"Balón, Camiseta"
956,"Sudadera, Botella"
957,"Calcetines, Balón"
958,"Calcetines, Toalla"
959,"Bolsa, Camiseta, Toalla, Pantalones, Calcetines"
960,"Zapatillas, Bolsa, Calcetines"
961,"Calcetines, Sudadera, Camiseta"
962,"Pantalones, Camiseta, Botella"
963,"Botella, Balón, Pantalones, Zapatillas, Toalla"
964,"Gorra, Bolsa, Zapatillas, Pantalones"
965,"Gorra, Calcetines, Balón"
966,"Zapatillas, Camiseta"
967,"Botella, Pantalones, Calcetines, Sudadera, Camiseta"
968,"Pantalones, Gorra, Toalla, Zapatillas"
969,"Zapatillas, Gorra, Pantalones, Balón"
970,"Gorra, Sudadera"
971,"Toalla, Sudadera, Calcetines, Botella, Balón"
972,"Balón, Sudadera, Botella"
973,"Zapatillas, Camiseta, Sudadera, Pantalones, Bolsa"
974,"Calcetines, Sudadera, Zapatillas, Botella, Bolsa"
975,"Toalla, Balón, Botella, Zapatillas"
976,"Toalla, Botella, Pantalones, Balón"
977,"Calcetines, Zapatillas"
978,"Calcetines, Pantalones, Botella"
979,"Botella, Camiseta"
980,"Balón, Gorra, Camiseta, Calcetines, Zapatillas"
981,"Zapatillas, Sudadera, Bolsa, Pantalones, Calcetines"
982,"Zapatillas, Toalla, Pantalones, Gorra"
983,"Botella, Camiseta, Gorra, Bolsa"
984,"Botella, Zapatillas, Toalla"
985,"Zapatillas, Balón, Toalla"
986,"Camiseta, Gorra, Toalla, Pantalones"
987,"Calcetines, Sudadera"
988,"Camiseta, Gorra, Sudadera"
989,"Toalla, Balón, Camiseta, Botella, Sudadera"
990,"Pantalones, Botella, Calcetines, Bolsa"
991,"Balón, Botella, Zapatillas, Gorra"
992,"Sudadera, Pantalones, Calcetines, Gorra, Botella"
993,"Sudadera, Balón, Toalla, Bolsa, Gorra"
994,"Botella, Zapatillas"
995,"Zapatillas, Gorra, Pantalones, Calcetines, Sudadera"
996,"Gorra, Zapatillas, Botella, Pantalones"
997,"Balón, Pantalones, Gorra, Toalla"
998,"Pantalones, Toalla, Botella, Gorra"
999,"Balón, Zapatillas, Bolsa"
1000,"Gorra, Camiseta"
