ID;make;model;version;months_old;power;sale_type;num_owners;gear_type;fuel_type;kms;price
13118;Bmw;218;Serie 2 F22 Coup� Diesel Coup� Paquete M;7;110;demo;1;automatic;diesel;2980;34900
29709;Mercedes-Benz;Cla200;D Shooting Brake 100 K;7;100;used;;automatic;diesel;2000;34900
112753;Volvo;Xc60;2.0 D4 Momentum Auto 140 Kw (1;8;140;used;;automatic;diesel;1100;34900
112754;Volvo;Xc60;2.0 D4 Momentum Auto 140 Kw (1;8;140;used;;automatic;diesel;1100;34900
112755;Volvo;Xc60;2.0 D4 Momentum Auto 140 Kw (1;8;140;used;;automatic;diesel;1100;34900
112756;Volvo;Xc60;2.0 D4 Momentum Auto 140 Kw (1;8;140;used;;automatic;diesel;1100;34900
112757;Volvo;Xc60;2.0 D4 Momentum Auto 140 Kw (1;8;140;used;;automatic;diesel;1100;34900
112758;Volvo;Xc60;2.0 D4 Momentum Auto 140 Kw (1;8;140;used;;automatic;diesel;1100;34900
112759;Volvo;Xc60;2.0 D4 Momentum Auto 140 Kw (1;9;140;used;;automatic;diesel;1100;34900
112760;Volvo;Xc60;2.0 D4 Momentum Auto 140 Kw (1;9;140;used;;automatic;diesel;1100;34900
112761;Volvo;Xc60;2.0 D4 Momentum Auto 140 Kw (1;9;140;used;;automatic;diesel;1100;34900
112762;Volvo;Xc60;2.0 D4 Momentum Auto 140 Kw (1;9;140;used;;automatic;diesel;1100;34900
112763;Volvo;Xc60;2.0 D4 Momentum Auto 140 Kw (1;8;140;used;;automatic;diesel;1100;34900
112764;Volvo;Xc60;2.0 D4 Momentum Auto 140 Kw (1;9;140;used;;automatic;diesel;1100;34900
112765;Volvo;Xc60;2.0 D4 Momentum Auto 140 Kw (1;9;140;used;;automatic;diesel;1100;34900
112766;Volvo;Xc60;2.0 D4 Momentum Auto 140 Kw (1;8;140;used;;automatic;diesel;1100;34900
112767;Volvo;Xc60;2.0 D4 Momentum Auto 140 Kw (1;9;140;used;;automatic;diesel;1100;34900
112768;Volvo;Xc60;2.0 D4 Momentum Auto 140 Kw (1;9;140;used;;automatic;diesel;1100;34900
112769;Volvo;Xc60;2.0 D4 Momentum Auto 140 Kw (1;8;140;used;;automatic;diesel;1100;34900
112770;Volvo;Xc60;2.0 D4 Momentum Auto 140 Kw (1;8;140;used;;automatic;diesel;1100;34900
112771;Volvo;Xc60;2.0 D4 Momentum Auto 140 Kw (1;9;140;used;;automatic;diesel;1100;34900
112772;Volvo;Xc60;2.0 D4 Momentum Auto 140 Kw (1;9;140;used;;automatic;diesel;1100;34900
56543;Volkswagen;Passat;Variant Sport 2.0 Tdi 110Kw Bmt Dsg;6;110;used;;manual;diesel;200;34900
8075;Audi;Q2;1.4 Tfsi Design Edition S Tronic;2;110;used;;automatic;gasoline;100;34900
29706;Mercedes-Benz;Cla200;D Cla 200D 7G-Dct;1;100;km_0;1;automatic;diesel;100;34900
14340;Bmw;318;D Berlina;5;110;used;;automatic;diesel;50;34900
27693;Ford;Mondeo;2.0 Tdci 132Kw Awd Vignale Powshift Las Fotos Pued;9;132;km_0;;automatic;diesel;36;34900
29708;Mercedes-Benz;Cla200;D Shooting Brake;4;100;km_0;;automatic;diesel;26;34900
112258;Volvo;V60;Cc V60 Cc V60 Cross Country Plus D4 Autom�tico;4;140;km_0;;automatic;diesel;20;34900
29710;Mercedes-Benz;Cla200;D Shooting Brake;32;100;km_0;;automatic;diesel;14;34900
27694;Ford;Mondeo;Sw 2.0 Tdci 210 Vignale Powershift 210 5P;14;154;used;;automatic;diesel;12;34900
5179;Audi;A4;Avant 2.0 Tdi S Tronic 110 Kw (150 C;10;110;used;;automatic;diesel;10;34900
5209;Audi;A4;2.0 Tdi S Line Edition 110 Kw;1;110;used;;manual;diesel;10;34900
7025;Audi;A6;2.0Tdi Ultra Advanced Edition S-T 190;16;140;almost_new;;automatic;diesel;10;34900
7026;Audi;A6;2.0Tdi Ultra Advanced Edition S-T 190;16;140;almost_new;;automatic;diesel;10;34900
7027;Audi;A6;2.0Tdi Ultra Advanced Edition S-T 190;16;140;almost_new;;automatic;diesel;10;34900
29705;Mercedes-Benz;Cla200;D Cla 200D;1;100;km_0;;manual;diesel;5;34900
19761;Bmw;X1;Sdrive18D;2;110;used;1;automatic;diesel;1;34900
83349;Land;RoverRangeRoverEvoque;2.0L Td4 Diesel 150Cv 4X4 Pure;;110;used;;manual;diesel;;34900
60209;Volkswagen;Touareg;3.0Tdi V6 Bmt Premium 262 Tiptronic;38;193;used;;automatic;diesel;149000;34890
60208;Volkswagen;Touareg;Volkswagen Touareg 3.0Tdi V6 B;29;193;used;;automatic;diesel;124795;34890
59819;Volkswagen;Tiguan;2.0 Tdi Sport Dsg 110 Kw (150 Cv);11;110;used;;automatic;diesel;8000;34890
13117;Bmw;218;D Cabrio, Paquete M, Xenon, Pdc, Nav, Casi Nuevo;10;110;used;;automatic;diesel;4358;34890
16862;Bmw;420;D Gran Coup�;32;140;used;1;automatic;diesel;104397;34880
19690;Bmw;X1;Xdrive 20Da, Automatico, Navegador, Xenon...;14;140;used;;automatic;diesel;25000;34850
82701;Land;RoverRangeRover;4.4 Tdv8 Hse 312Cv 230 Kw (313 Cv);85;230;used;;automatic;diesel;102000;34800
82819;Land;RoverRangeRover;4.4 Tdv8 Hse 312Cv 230 Kw (313 Cv);85;230;used;;automatic;diesel;102000;34800
82820;Land;RoverRangeRover;4.4 Tdv8 Hse 312Cv 230 Kw (313 Cv);85;230;used;;automatic;diesel;102000;34800
82821;Land;RoverRangeRover;4.4 Tdv8 Hse 312Cv 230 Kw (313 Cv);85;230;used;;automatic;diesel;102000;34800
82822;Land;RoverRangeRover;4.4 Tdv8 Hse 312Cv 230 Kw (313 Cv);85;230;used;;automatic;diesel;102000;34800
37500;Mercedes-Benz;Viano;3.0Cdi Avantgarde Largo Aut.;52;165;used;1;automatic;diesel;52000;34800
32534;Mercedes-Benz;C220;Bluetec Berlina;45;125;almost_new;;automatic;diesel;37014;34800
58780;Volkswagen;Sharan;Sharan Diesel 2.0Tdi Sport Dsg;14;135;used;;automatic;diesel;21724;34800
32966;Mercedes-Benz;C220;D 9G-Tronic;10;125;used;;automatic;diesel;21113;34800
32967;Mercedes-Benz;C220;D 9G-Tronic;10;125;used;;automatic;diesel;21113;34800
19689;Bmw;X1;Xdrive18D;9;110;used;1;automatic;diesel;14000;34800
36326;Mercedes-Benz;Gla200;Cdi Todo Terreno;13;100;almost_new;;automatic;diesel;9115;34800
36327;Mercedes-Benz;Gla200;Cdi Todo Terreno;13;100;almost_new;;automatic;diesel;6689;34800
36328;Mercedes-Benz;Gla200;Sport (5P);5;101;new;;automatic;diesel;500;34800
8946;Audi;Q5;3.0Tdi Quattro Ambition S-Tronic 245;44;180;used;;automatic;diesel;67141;34795
109190;Toyota;LandCruiser;3.0 D-4D Vx Aut 3P;28;140;used;;automatic;diesel;33892;34790
34825;Mercedes-Benz;Ml350;Bluetec 4M 7G Plus;68;190;used;;automatic;diesel;145000;34750
29025;Mercedes-Benz;220;D Coup�;7;130;demo;;automatic;diesel;11000;34750
29104;Mercedes-Benz;220;D Coup�;7;130;demo;;automatic;diesel;11000;34750
29704;Mercedes-Benz;Cla200;D Coup� Compacto[0-808];4;100;used;;automatic;diesel;5;34750
21569;Bmw;X6;Xdrive 40Da;38;225;used;1;automatic;diesel;154000;34710
59818;Volkswagen;Tiguan;2.0Tdi Sport Dsg 150;13;110;used;1;automatic;diesel;26000;34710
21568;Bmw;X6;Xdrive 40Da;91;225;used;1;automatic;diesel;150000;34700
82247;Land;RoverDefender;110 Sw Se;101;90;used;;manual;diesel;120000;34700
60207;Volkswagen;Touareg;3.0Tdi V6 245Cv Premium Full Equipe Tiptronic Bmt;50;180;used;1;automatic;diesel;97958;34700
19688;Bmw;X1;Xdrive 18D X-Line Automatico 150Cv Mod F48 Eu6;11;110;used;1;automatic;diesel;19891;34700
32965;Mercedes-Benz;C220;D 9G-Tronic;10;125;used;1;automatic;diesel;15000;34700
70975;Ds;AutomobilesDs5;Bluehdi 180 Eat6 Perf. Line 13;9;133;used;;automatic;diesel;11000;34700
79089;Jaguar;Xe;2.0 Diesel Prestige Aut. 180Cv 4 Puertas;8;132;used;;automatic;diesel;10000;34700
111160;Volvo;S60;D4 Momentum;54;120;used;;automatic;diesel;10000;34700
32824;Mercedes-Benz;C220;Bluetec Berlina;18;92;almost_new;;automatic;diesel;6290;34700
8571;Audi;Q3;2.0 Tdi Black Line Edition 110;9;110;used;;manual;diesel;6000;34700
79090;Jaguar;Xe;2.0 Diesel I4D Aj200 R-Sport Aut. 180;12;132;used;;automatic;diesel;5547;34700
5178;Audi;A4;2.0 Tdi S Line Edition S Tronic 140 Kw (190 Cv);6;140;used;;automatic;diesel;5322;34700
4774;Audi;A4;Fam. 2.0 Tdi Avant 5P;18;110;used;;manual;diesel;19;34700
4775;Audi;A4;Fam. 2.0 Tdi Avant 5P;18;110;used;;manual;diesel;19;34700
4776;Audi;A4;Fam. 2.0 Tdi Avant 5P;18;110;used;;manual;diesel;19;34700
4777;Audi;A4;Fam. 2.0 Tdi Avant 5P;18;110;used;;manual;diesel;19;34700
29703;Mercedes-Benz;Cla200;D Cla 200D 7G-Dct;1;100;km_0;;automatic;diesel;5;34700
20379;Bmw;X3;Xdrive20D Automatico 190Cv Mod F25 Eu6;20;140;used;1;automatic;diesel;19643;34675
46363;Renault;Espace;Zen Dci 160Cv Edc;8;118;km_0;1;automatic;diesel;1;34650
21225;Bmw;X5;Xdrive 30Da;42;190;used;;automatic;diesel;80000;34628
79852;Jeep;GrandCherokee;3.0Crd Overland Aut.;48;184;used;1;automatic;diesel;120000;34600
4772;Audi;A4;2.0Tdi Design Edition S-Tronic 190 Cv*Equipadisimo;26;140;used;1;automatic;diesel;39500;34600
9012;Audi;Q5;Q5 Diesel 2.0Tdi Ultra Advance;16;110;used;;manual;diesel;34965;34600
4773;Audi;A4;Avant 2.0 Tdi S Tronic Sport Edition;24;140;used;;automatic;diesel;32500;34600
16861;Bmw;420;Serie 4 F33 Cabrio Diesel Cabrio Sport;34;135;used;;automatic;diesel;25000;34600
112653;Volvo;Xc60;Kinetic;15;110;km_0;;manual;diesel;20500;34600
20393;Bmw;X3;Sdrive18D;23;110;used;1;automatic;diesel;16342;34600
32964;Mercedes-Benz;C220;D 9G-Tronic;9;125;almost_new;;automatic;diesel;15936;34600
6112;Audi;A5;Coupe A5 Coup� Diesel 2.0Tdi S Line;7;140;used;;manual;diesel;13985;34600
87087;Mitsubishi;Outlander;Phev Kaiteki 4Wd;10;149;used;1;automatic;hybrid;10000;34600
16927;Bmw;420;D Coup�;17;140;used;1;automatic;diesel;7800;34600
13950;Bmw;318;Da Gran Turismo Luxury;22;110;used;;automatic;diesel;7000;34600
31807;Mercedes-Benz;C200;D (4.75);11;100;km_0;;manual;diesel;5000;34600
29701;Mercedes-Benz;Cla200;D;6;100;km_0;;automatic;diesel;2500;34600
29702;Mercedes-Benz;Cla200;D Cla 200D 7G-Dct;2;100;km_0;;automatic;diesel;1343;34600
14133;Bmw;318;D Touring;25;105;demo;1;automatic;diesel;15;34600
13116;Bmw;218;D Cabrio;6;110;used;1;automatic;diesel;8;34600
83227;Land;RoverRangeRoverEvoque;2.0Ed4 Se 4X2 150Cv Manual Ocasion;13;110;almost_new;1;manual;diesel;4673;34590
19526;Bmw;X1;Xdrive18D Advantage Auto 150Cv Mod F48 E6;3;110;used;1;automatic;diesel;2;34578
19687;Bmw;X1;Sdrive18D;4;110;used;1;automatic;diesel;15;34530
97092;Porsche;Cayenne;Diesel 245 Aut., Iva Deducible, Garantia 1 A�o;75;180;used;1;automatic;diesel;300000;34500
97063;Porsche;Cayenne;Diesel Aut.;93;176;used;1;automatic;diesel;220000;34500
21224;Bmw;X5;Xdrive30D;47;190;used;1;automatic;diesel;210086;34500
109189;Toyota;LandCruiser;3.0 D-4D Limited Auto 140Kw (190Cv);77;140;used;;automatic;diesel;188000;34500
109187;Toyota;LandCruiser;2.8 D-4D Vx Auto;26;130;used;;automatic;diesel;146305;34500
21567;Bmw;X6;Xdrive 35D;87;210;used;;automatic;diesel;140000;34500
21566;Bmw;X6;Xdrive 40Da Full Equipe;91;225;used;;automatic;diesel;135000;34500
20563;Bmw;X4;Xdrive 20Da;34;140;used;1;automatic;diesel;134000;34500
20180;Bmw;X3;Xdrive 20Da;65;135;used;1;automatic;diesel;123000;34500
21565;Bmw;X6;Xdrive30D 180Kw (245Cv);69;180;used;;automatic;diesel;108000;34500
21160;Bmw;X5;X5 Xdrive 3.0D * Bixenon * Navegaci�n * Direcci�n;74;;used;;automatic;diesel;102934;34500
21161;Bmw;X5;X5 Xdrive 3.0D * Bixenon * Navegaci�n * Direcci�n;74;;used;;automatic;diesel;102934;34500
21162;Bmw;X5;X5 Xdrive 3.0D * Bixenon * Navegaci�n * Direcci�n;74;;used;;automatic;diesel;102934;34500
18348;Bmw;530;Serie 5 F10 Diesel Xdrive;59;190;used;;automatic;diesel;99800;34500
18799;Bmw;730;Da Paquete M, Xenon, C�mara, Techo, Nav Prof, Hifi;51;190;used;;automatic;diesel;99600;34500
16545;Bmw;330;Performance+Head Up Display+Navi+Camara;51;190;used;;automatic;diesel;95000;34500
20562;Bmw;X4;Xdrive20D;37;140;used;1;automatic;diesel;86109;34500
109188;Toyota;LandCruiser;D-4D Vx Aut.;74;140;used;;automatic;diesel;82000;34500
5345;Audi;A4Allroad;Quattro 3.0Tdi S-Tronic;48;180;used;;automatic;diesel;81000;34500
9424;Audi;Q7;3.0Tdi 245 Quattro ** Incl. Garantia Y Transf.**;49;180;used;;automatic;diesel;78000;34500
32675;Mercedes-Benz;C220;Coup� D 9G-Tronic;27;125;used;;automatic;diesel;75000;34500
34317;Mercedes-Benz;E350;Cabrio Cdi Be 7G Plus;73;195;used;;automatic;diesel;67500;34500
96894;Porsche;Boxster;2.9 255;80;188;used;;manual;gasoline;66000;34500
20335;Bmw;X3;Xdrive20D;48;135;used;1;automatic;diesel;59845;34500
18347;Bmw;530;Da Touring M;48;190;used;1;automatic;diesel;55000;34500
20334;Bmw;X3;Xdrive 20Da;40;135;used;;automatic;diesel;51000;34500
53778;Volkswagen;Golf;R300;41;221;used;;automatic;gasoline;50000;34500
35434;Mercedes-Benz;V220;D Largo Avantgarde 7G Tronic;25;120;almost_new;;automatic;diesel;45838;34500
27733;Ford;Mustang;2.3L Ecoboost Autom�tico Premium;1;228;used;2;automatic;gasoline;43200;34500
16783;Bmw;420;D Coupe;46;135;used;1;manual;diesel;37802;34500
82434;Land;RoverDiscovery;Sport 2.0L Td4 150Cv Auto. 4X4 Se 7Plz;32;110;used;1;automatic;diesel;36785;34500
16784;Bmw;420;Da Coupe M;48;135;used;1;automatic;diesel;35900;34500
20392;Bmw;X3;Xdrive20D;26;140;used;1;automatic;diesel;31000;34500
17623;Bmw;520;D Touring;27;140;used;1;automatic;diesel;28526;34500
33716;Mercedes-Benz;E220;Cdi Avantgarde 7G Plus Led Ils Navegaci�n Becker;45;125;used;1;automatic;diesel;27000;34500
112257;Volvo;V60;Cc V60 Cc V60 Cross Country D3 Mometum Autom�tico;22;110;used;;automatic;diesel;26000;34500
32821;Mercedes-Benz;C220;Coup� D 9G-Tronic;23;125;used;1;automatic;diesel;25000;34500
32823;Mercedes-Benz;C220;Coup� D 9G-Tronic;24;125;used;;automatic;diesel;25000;34500
7024;Audi;A6;A6 2.0Tdi Ultra S Line Edition;26;140;used;;automatic;diesel;23435;34500
29700;Mercedes-Benz;Cla200;D 7G-Dct Como Nuevo Revisiones Al Dia;13;100;used;1;automatic;diesel;22500;34500
29699;Mercedes-Benz;Cla200;Amg Night *Panor�mico*;19;115;used;;automatic;gasoline;22200;34500
7130;Audi;A6;2.0 Tdi Ultra S-Tronic 140 Kw;14;140;used;;automatic;diesel;21745;34500
86960;Mitsubishi;Montero;3.2Di-D Kaiteki 5At 200;20;147;used;;automatic;diesel;20400;34500
58907;Volkswagen;Sharan;Sport Dsg 7 Plazas Nacional Todos Los Extras;22;135;used;1;automatic;diesel;20000;34500
20560;Bmw;X4;F26 20D 190Cv Xdrive Auto 5P #Navi,Bixenon;39;140;used;;automatic;diesel;19600;34500
20561;Bmw;X4;F26 20D 190Cv Xdrive Auto 5P #Navi,Bixenon;39;140;used;;automatic;diesel;19600;34500
17586;Bmw;520;D Berlina;46;135;used;1;automatic;diesel;19472;34500
7069;Audi;A6;A6 2.0Tdi Ultra Advanced Editi;14;140;used;;automatic;diesel;19247;34500
13115;Bmw;218;D Cabrio;14;110;used;1;automatic;diesel;18258;34500
79237;Jaguar;Xf;2.0D 180Ps Prestige Auto;22;132;used;;automatic;diesel;17032;34500
79238;Jaguar;Xf;2.0D 180Ps Prestige Auto;22;132;used;;automatic;diesel;17032;34500
18086;Bmw;525;Da Xdrive 160Kw (218Cv);45;160;used;;automatic;diesel;17000;34500
19686;Bmw;X1;Sdrive18D;6;110;demo;;automatic;diesel;15874;34500
19685;Bmw;X1;Sdrive18D;9;110;used;1;automatic;diesel;15449;34500
32822;Mercedes-Benz;C220;Bluetec Berlina;22;125;almost_new;;automatic;diesel;15138;34500
8074;Audi;Q2;Q2 1.4 Tfsi Cod Sport Edition;16;110;used;;automatic;gasoline;15000;34500
104896;Skoda;Superb;Superb Combi L&K 2.0Tdi 190Cv Dsg;21;140;used;;automatic;diesel;15000;34500
16925;Bmw;420;Serie 4 F36 Gran Coup� Diesel Gran Coup�;17;140;used;;automatic;diesel;14825;34500
17587;Bmw;520;D Berlina;47;135;used;1;automatic;diesel;13952;34500
20434;Bmw;X3;Xdrive20D 140Kw (190Cv);14;140;used;;automatic;diesel;12556;34500
7023;Audi;A6;2.0Tdi 190 Ultra S-Tronic;26;140;used;;automatic;diesel;12000;34500
27732;Ford;Mustang;Fastback 2.3 Ecoboost Aut.;14;231;used;;automatic;gasoline;12000;34500
16926;Bmw;420;Serie 4 F36 Gran Coup� Diesel Gran Coup�;21;140;used;;manual;diesel;11900;34500
75717;Honda;Cr-V;1.6I-Dtec Executive 4X4 9At 160;8;118;used;1;automatic;diesel;9609;34500
16031;Bmw;320;D Gran Turismo;14;140;used;1;automatic;diesel;8753;34500
54034;Volkswagen;Golf;Vii Gte Dsg Hybrid;34;110;used;;automatic;hybrid;8000;34500
35435;Mercedes-Benz;V220;D Largo 7G Tronic;12;120;almost_new;;automatic;diesel;7600;34500
7129;Audi;A6;A6 2.0Tdi Ultra S Line Edition;12;140;used;;automatic;diesel;6340;34500
14338;Bmw;318;Serie 3 F30 Diesel Linea Sport;3;110;demo;1;automatic;diesel;4100;34500
16030;Bmw;320;D Gran Turismo;14;140;used;1;automatic;diesel;3612;34500
83260;Land;RoverRangeRoverEvoque;2.0Ed4 Se Dynamic 4X2 150Cv Manual;8;110;demo;1;manual;diesel;2500;34500
16032;Bmw;320;D Berlina;14;140;demo;1;automatic;diesel;1900;34500
14337;Bmw;318;D Berlina;8;110;used;;automatic;diesel;1000;34500
19757;Bmw;X1;Xdrive18D;1;110;used;1;manual;diesel;400;34500
103505;Seat;Leon;St 2.0 Tsi Dsg-6 S&S Cupra 221 Kw;2;221;km_0;;automatic;gasoline;100;34500
6203;Audi;A5;2.0 Tdi Advanced 110 Kw (150 Cv);2;110;used;;manual;diesel;50;34500
16028;Bmw;320;D Gran Turismo;14;140;used;1;automatic;diesel;36;34500
16029;Bmw;320;D Gran Turismo;14;140;used;1;automatic;diesel;15;34500
14403;Bmw;318;D Berlina;2;110;demo;;automatic;diesel;10;34500
19759;Bmw;X1;Sdrive18I;2;103;used;1;manual;gasoline;10;34500
29697;Mercedes-Benz;Cla200;D Cla 200D;1;100;km_0;;manual;diesel;6;34500
29698;Mercedes-Benz;Cla200;D Cla 200D;1;100;km_0;;manual;diesel;5;34500
59861;Volkswagen;Tiguan;Allspace Sport 2.0 Tdi 110Kw 150Cv 4Motion;2;;demo;;manual;diesel;5;34500
19760;Bmw;X1;Sdrive18D;2;110;demo;1;automatic;diesel;1;34500
19733;Bmw;X1;Sdrive18I **Pvp Del Veh�culo Financiando Con Bmw B;1;102;km_0;;automatic;gasoline;1;34500
19758;Bmw;X1;Sdrive18I **Pvp Del Veh�culo Financiando Con Bmw B;1;102;km_0;;automatic;gasoline;1;34500
14339;Bmw;318;D Berlina;12;110;demo;1;automatic;diesel;;34500
33743;Mercedes-Benz;E220;Bt Avantgarde 9G-Tronic;35;125;used;1;automatic;diesel;39000;34499
34316;Mercedes-Benz;E350;D Nacional Garantia Mb Oficial Financiacion Total;45;185;used;1;automatic;diesel;72300;34490
32820;Mercedes-Benz;C220;D 7G Plus Estate;17;125;used;;automatic;diesel;24906;34490
16742;Bmw;420;Da, Financiacion Total, Garantia Oficial.;48;135;used;;automatic;diesel;24502;34490
15877;Bmw;320;Da Gran Turismo M-Sport 190Cv Como Nuevo;23;140;used;1;automatic;diesel;9210;34490
15956;Bmw;320;D Gt Aut M-Sport 190Cv Como Nuevo;23;140;used;1;automatic;diesel;9210;34490
29696;Mercedes-Benz;Cla200;Shooting Brake D;15;100;used;;manual;diesel;9000;34490
13114;Bmw;218;Serie 2 F22 Coup� Coup� Paquete Deportivo M;7;100;demo;1;automatic;gasoline;3070;34490
17647;Bmw;520;D Berlina;25;140;used;2;automatic;diesel;59799;34480
19684;Bmw;X1;Sdrive18D;4;110;used;1;automatic;diesel;15;34453
83259;Land;RoverRangeRoverEvoque;2.0Td4 Se 4Wd Aut. 150Cv;12;110;used;1;automatic;diesel;10550;34450
14336;Bmw;318;D Gran Turismo;3;110;used;1;automatic;diesel;15;34439
9007;Audi;Q5;2.0 Tdi Cd Quattro S-Tronic Advanced 140Kw (190Cv;26;140;used;;automatic;diesel;48200;34400
9008;Audi;Q5;2.0 Tdi Cd Quattro S-Tronic Advanced 140Kw (190Cv;26;140;used;;automatic;diesel;48200;34400
9009;Audi;Q5;2.0 Tdi Cd Quattro S-Tronic Advanced 140Kw (190Cv;26;140;used;;automatic;diesel;48200;34400
9010;Audi;Q5;2.0 Tdi Cd Quattro S-Tronic Advanced 140Kw (190Cv;26;140;used;;automatic;diesel;48200;34400
9011;Audi;Q5;2.0 Tdi Cd Quattro S-Tronic Advanced 140Kw (190Cv;26;140;used;;automatic;diesel;48200;34400
59817;Volkswagen;Tiguan;2.0Tdi 150Cv R-Line Dsg;6;110;used;;automatic;diesel;8000;34400
12912;Bmw;218;Serie 2 F46 Gran Tourer Diesel Gran Tourer (4.75);3;110;used;;automatic;diesel;1700;34400
13113;Bmw;218;D Gran Tourer;3;110;used;1;manual;diesel;400;34400
57276;Volkswagen;PassatVariant;2.0 Tdi Sport Dsg 140 Kw (190;;140;used;;automatic;diesel;10;34400
14335;Bmw;318;D Berlina;8;110;used;1;automatic;diesel;8;34400
29695;Mercedes-Benz;Cla200;D 7G-Dct;;100;km_0;;automatic;diesel;;34400
20558;Bmw;X4;Xdrive 20D;43;140;used;;manual;diesel;51074;34390
20559;Bmw;X4;Xdrive 20D 190Cv 3725-Hzb;43;140;used;1;manual;diesel;51074;34390
16027;Bmw;320;D Gran Turismo;12;140;demo;1;automatic;diesel;12452;34390
13949;Bmw;318;Serie 3 F34 Gran Turismo Diesel Gran Turismo;20;110;used;;automatic;diesel;12200;34325
112256;Volvo;V60;D5 Summum Aut. 225;33;165;used;;;diesel;50000;34300
32548;Mercedes-Benz;C220;Bluetec 7G Plus (4.75) Estate;36;125;almost_new;1;automatic;diesel;48800;34300
27731;Ford;Mustang;V6 Premium Descapotable, En Stock;25;227;used;;automatic;gasoline;47000;34300
32819;Mercedes-Benz;C220;Bluetec Estate;21;125;almost_new;;automatic;diesel;32730;34300
61059;Volkswagen;Transporter;Vw Transporter Kombi 9 Plazas;16;75;used;;manual;diesel;26652;34300
35433;Mercedes-Benz;V220;D Largo 7G Tronic;12;120;used;;automatic;diesel;24794;34300
17700;Bmw;520;D Berlina;12;140;used;1;automatic;diesel;1618;34300
112748;Volvo;Xc60;Xc60 D4 Momentum Autom�tico;5;140;km_0;;automatic;diesel;50;34300
29694;Mercedes-Benz;Cla200;D 7G-Dct Amg Line;9;100;km_0;;automatic;diesel;8;34300
34315;Mercedes-Benz;E350;Cabrio Bluetec Aut.;48;185;used;;automatic;diesel;75078;34298
35391;Mercedes-Benz;V220;D Largo 7G Tronic / 463.70 Al Mes;12;120;almost_new;;automatic;diesel;15000;34294
19755;Bmw;X1;Sdrive18D;2;110;used;1;automatic;diesel;15;34293
19756;Bmw;X1;Sdrive18D;2;110;used;1;automatic;diesel;15;34293
32963;Mercedes-Benz;C220;D 9G-Tronic;12;125;almost_new;;automatic;diesel;12183;34290
17002;Bmw;420;D Coup� M-Sport / Xenon / Alcantara / Tempomat /;13;140;used;1;manual;diesel;16028;34280
5177;Audi;A4;Avant 2.0Tdi Black Line Edition Q. S-T 190;10;140;almost_new;;automatic;diesel;5642;34260
83041;Land;RoverRangeRoverEvoque;2.2L Sd4 Prestige 4X4 190 Aut.;53;140;used;1;automatic;diesel;80000;34250
112255;Volvo;V60;Cc V60 Cc V60 Cross Country D3 Summum Autom�tico;17;110;almost_new;;automatic;diesel;23250;34250
14334;Bmw;318;D Touring;6;110;used;1;manual;diesel;15;34247
7620;Audi;A8;3.0Tdi Quattro Tiptronic;69;184;used;1;automatic;diesel;230150;34200
20274;Bmw;X3;Xdrive 35Da;62;230;used;;automatic;diesel;130000;34200
16860;Bmw;420;Gran Coup� Diesel, Nacional, Head Up Display;35;140;used;;automatic;diesel;49250;34200
6111;Audi;A5;2.0 Tdi S Line S Tronic 140 Kw (190 Cv);14;140;used;;automatic;diesel;13768;34200
83253;Land;RoverRangeRoverEvoque;2.0L Ed4 4X2 Pure 110 Kw (150;12;110;used;;manual;diesel;12637;34200
4770;Audi;A4;Avant 2.0Tdi Sport Edition 150Cv Diesel 5P;16;110;used;1;manual;diesel;11406;34200
4771;Audi;A4;Avant 2.0Tdi Sport Edition 150Cv;16;110;used;1;manual;diesel;11406;34200
83255;Land;RoverRangeRoverEvoque;2.0L Ed4 4X2 Pure 110 Kw (150;12;110;used;;manual;diesel;10173;34200
83258;Land;RoverRangeRoverEvoque;2.0L Ed4 4X2 Pure 110 Kw (150;12;110;used;;manual;diesel;8940;34200
83257;Land;RoverRangeRoverEvoque;2.0L Ed4 4X2 Pure 110 Kw (150;12;110;used;;manual;diesel;8306;34200
83254;Land;RoverRangeRoverEvoque;2.0L Ed4 4X2 Pure 110 Kw (150;12;110;used;;manual;diesel;7992;34200
83252;Land;RoverRangeRoverEvoque;2.0L Ed4 Diesel 110Kw (150Cv) 4X2 Se;9;110;used;;manual;diesel;6000;34200
83256;Land;RoverRangeRoverEvoque;2.0L Ed4 Diesel 110Kw (150Cv) 4X2 Se;9;110;used;;manual;diesel;6000;34200
5174;Audi;A4;Avant A4 Avant 2.0Tdi Advanced Ed. S;12;110;used;;automatic;diesel;2500;34200
5176;Audi;A4;Avant A4 Avant 2.0Tdi Advanced Ed. S;12;110;used;;automatic;diesel;2500;34200
5173;Audi;A4;Avant A4 Avant 2.0Tdi Advanced Ed. S;12;110;used;;automatic;diesel;1000;34200
5172;Audi;A4;Avant A4 Avant 2.0Tdi Advanced Ed. S;12;110;used;;automatic;diesel;20;34200
5175;Audi;A4;Avant A4 Avant 2.0Tdi Advanced Ed. S;12;110;used;;automatic;diesel;20;34200
14333;Bmw;318;D Berlina;8;110;used;1;automatic;diesel;8;34200
29693;Mercedes-Benz;Cla200;D 7G-Dct Amg Line;9;100;km_0;;automatic;diesel;8;34200
59816;Volkswagen;Tiguan;2.0Tdi Comforline R-Line 4Motion Dsg 150Cv;7;110;km_0;;automatic;diesel;1;34200
